pname,n,total,max_amt
SCIQUEST PARENT  LLC,12,7277064.8100000005,1038338.72
"ERC MANUFACTURING, INC.",38,7260763.86,1127245.0
ONESOURCEPCS  LLC,30,7248011.81,1610804.8
FIFTH STREET MANAGEMENT CO LLC,18,7204456.46,1441937.92
"COMPONENT REPAIR TECHNOLOGIES, INC.",10,7189103.0,1813806.0
ARTI-BIONETICS JOINT VENTURE LLC,19,7183856.16,1701222.54
MDV SPARTANNASH  LLC,5,7173164.9399999995,3000000.0
FIBERGATE  INC.,29,7157508.75,1589948.25
"ALVARADO CONSTRUCTION, INC.",14,7155063.58,6544716.0
CERTIFIED MANUFACTURING ENTERPRISES LLC,46,7143155.21,2966462.34
"UNITED REGIONAL HEALTH CARE SYSTEM, INC.",6,7138430.37,1953474.0
ONES PLEXUS JOINT VENTURE LLC,9,7126213.4,2173243.0
"PIVOTAL INSIGHT, L.L.C.",46,7114310.62,1752768.26
ALLUVIONIC INC,18,7093757.07,1682062.88
TITAN ONE ZERO LLC,11,7093112.9,6287301.32
"RON BARONE FINANCIAL CONSULTING, LLC",58,7060070.31,1672925.0
CYTOSORBENTS MEDICAL INC,26,7054248.48,1521671.0
INNOVATIVE INTERFACES INCORPORATED,74,7043739.93,2863049.5
UNIVERSAL TRAILER HOLDINGS CORP.,17,7039670.57,1981710.56
"FRONTIER PRECISION, INC",19,7035397.29,1088356.48
FUSIONEDGE SOLUTIONS LLC,6,7035327.6899999995,2380154.4
"BRAY MOONEY CONSULTING, INC.",41,7027174.37,1243469.63
INTELLIGENT INVESTMENTS INC,21,7026718.780000001,40000000.0
"CHEMTRACK/CORNERSTONE JV II, LLC",23,7024624.44,1982888.47
CASCADE SORBENT PRODUCTS INC,20,7007057.51,5527441.23
"SIGNATURE UNDERWRITERS, INC.",35,7005365.34,1996090.35
"R J BEASLEY ELECTRIC, LLC",22,6994335.67,3078211.21
WELLMONT CARDIOLOGY SERVICES,24,6992383.89,1221250.0
LARSON DESIGN GROUP MASON & HANGER JOINT VENTURE,1,6990947.42,6990947.42
LOUISIANA CENTER FOR MANUFACTURING SCIENCES,10,6988769.4,4800000.0
"VERTEX SOLUTIONS, LLC",20,6976411.92,2959094.0
DENTSU GROUP INC.,40,6970174.0200000005,1042248.65
"PIVOTAL POINT, LLC",29,6944046.12,1303216.0
BAUSCHMIDT OU,13,6925456.07,3201122.38
"UPSTATE NIAGARA COOPERATIVE, INC",29,6923113.31,1092042.0
APOLLO INVESTMENT FUND VI  L.P.,24,6916216.44,3975238.2
QUALITY TURBOCHARGER COMPONENTS LLC,10,6908941.15,1493770.94
BOUNDLESS SCIENCE INC.,9,6900833.37,2998822.37
WELLSTONE APPAREL LLC,3,6900820.0,3536033.0
FRONTLINE MEDICAL SUPPLY INC.,1,6900000.0,6900000.0
PREMIERE BUILDING MAINTENANCE CORPORATION,68,6868916.5,1064785.44
"EB-MEI ONE, JV",17,6859628.85,3721713.46
INNOVATIVE PEOPLE AND TECHNOLOGY CORPORATION,31,6839629.82,2846344.71
HOLLEY HENLEY BUILDERS INC,9,6828680.17,6644000.0
AZUL ENGINEERING LLC,30,6819856.02,1029411.77
TRUMAN ARNOLD COMPANIES,1,6817012.3,6817012.3
APOLLO MANAGEMENT  L.P,14,6816034.6,1127000.0
SURVEILLANCE DATA INC.,5,6815289.0,4868902.0
UHS OF DELAWARE INC,15,6808554.86,3295515.6
WARRIOR OUTDOOR LLC,5,6802144.65,11900000.0
MARYLAND DEPARTMENT OF HEALTH,27,6797652.72,2306481.51
SUNOCO PARTNERS MARKETING & TERMINALS L.P.,7,6796000.0,2896000.0
CLOUDSTONE INNOVATIONS INC,22,6793845.27,1799806.89
HIGHWAY & SAFETY SERVICES INC,22,6787856.41,4077820.0
"MERIDIAN CONTRACTING SERVICES, LLC",40,6785911.96,1667279.0
"J. L. MALONE AND ASSOCIATES, INC.",12,6767918.19,4424461.0
COLSER SOCIETA' COOPERATIVA,138,6765648.58,1048806.19
"PHILLIP CABLE MANUFACTURING, INC.",24,6754579.5,1234900.0
"SAPIENT LOGIC, LLC",11,6751669.39,1396090.51
VERSAR-WSP JV,39,6751455.59,3590620.37
"BURNHAM POLYMERIC, INC.",12,6748728.75,3693611.1
"BAEBIES, INC.",21,6748534.4,1999995.0
AUXILIUM BIOTECHNOLOGIES INC.,12,6741934.0,2068750.0
"WISE MANUFACTURING, INC.",6,6738750.0,5990000.0
"INTERNATIONAL RECOVERY & REMARKETING GROUP, LLC",36,6736530.640000001,1649883.59
SAGEER AHAMAD FHARNICHAR HOUSE,89,6731931.97,1319622.2
TUATARA GROUP LLC,19,6727313.67,1800000.0
"TOYO CONSTRUCTION CO., LTD.",3,6724658.84,6724658.84
MODERN TECHNOLOGIES CORPORATIO,45,6724374.399999999,3748000.0
EXOANALYTIC SOLUTIONS  INC.,14,6720368.01,1500000.0
"KLAVON TIDEWATER, JV",13,6720156.35,1061919.0
CLEVEREX SYSTEMS INC,10,6712728.649999999,1918039.14
TKB INTERNATIONAL INC.,4,6705803.0,6421771.0
"WALTON CONSTRUCTION COMPANY, L.L.C.",56,6693102.29,4680946.16
"WOODSTONE ENERGY, LLC",16,6685323.27,2034919.0
"PACKAGING PEOPLE, INC.",14,6670861.27,1243320.0
CHEROKEE NATION BUSINESSES LLC,1,6657157.0,6657157.0
SPIRIT LAKE TRIBE,23,6656544.1,1021005.0
"COMMUNICATIONS INFRASTRUCTURE INVESTMENTS, L.L.C",27,6648442.62,2553492.0
"GIESECKE+DEVRIENT CURRENCY TECHNOLOGY AMERICA, INC",9,6641274.72,4153627.34
AVI-SPL HOLDINGS  INC,9,6630621.61,6343780.12
JORDAN LIGHT VEHICLE MANUFACTURING LLC,8,6627325.0,2530000.0
"JAG COMPONENTS, LLC",21,6621136.0,1555000.0
CIPLA USA INC.,11,6615736.68,2275000.0
"CIRRUS INDUSTRIES, INC.",9,6614976.05,6192920.0
"FRONTIER STRATEGIES, LLC",1,6574398.5,6574398.5
AYUDA AUXILIO JOINT VENTURE LLC,22,6544426.66,4463319.0
"PTR - PRECISION TECHNOLOGIES, INC.",9,6542172.0,2258199.0
CONSTANT & ASSOCIATES INC,26,6531192.5600000005,1249467.02
ZERO GRAVITY CORPORATION,30,6523650.109999999,2695000.0
DECISION LENS INC,24,6508062.87,1700000.0
GENESIS SYSTEMS LLC,7,6499166.92,2000000.0
"DECISIONQ INFORMATION OPERATIONS, INCORPORATED",23,6492268.5,1150000.0
"UNIVERSAL FABRIC STRUCTURES, INC.",10,6485411.0,4897724.0
"MASTER RESEARCH & MANUFACTURING, INC.",53,6481872.64,1534680.0
CONVERGEONE GOVERNMENT SOLUTIONS  LLC,19,6472404.7,2074221.97
GENESIS PERFORMANCE GROUP INC.,20,6463715.040000001,3053230.0
"ASPERA BIOMEDICINES, INC.",8,6450000.0,3210000.0
UTAH DEPARTMENT OF WORKFORCE SERVICES,11,6448630.82,2501662.12
"EMPOWER RF SYSTEMS, INC.",16,6443189.42,2145000.0
"HARMONY INVESTMENTS, INC.",25,6442813.54,3135948.8
CO. CER. SOCIETA' COOPERATIVA,19,6433759.53,2393000.34
"Z MANUFACTURING, INC.",12,6423648.0,2692926.72
"JOHNSON MANUFACTURING, INC.",15,6420233.5,3733846.0
TRUST FOR DEMOCRATIC EDUCATION & ACCOUNTABILITY,16,6412235.36,3000000.0
CENTURION ARMORING INTERNATIONAL  INC.,9,6401181.4399999995,1674217.14
"BLINKLY, INC.",5,6399546.0,3900000.0
NETHERLANDS PARKVIEW COOPERATIEF U.A.,39,6397298.64,4444839.54
"ONETEAM CONSULTING, LLC",6,6380998.97,1665148.8
IEI-TIDEWATER ENVIRONMENTAL JV,26,6373955.01,1283886.0
8AHUBZ MANUFACTURING LLC,4,6373581.8,6316743.28
"DOCUMENT TECHNOLOGIES, LLC",48,6363447.71,1782350.0
AMERICAN ARTISANS GROUP JOINT VENTURE LIMITED LIABILITY COMPANY,10,6356542.8,2100000.0
"PRECISION RESOURCES, INC.",40,6349733.0,2696600.0
"GRD CONSULTANTS, INC.",59,6347815.04,2500000.0
"WOODS CANYON ARCHAEOLOGICAL CONSULTANTS, INC.",46,6340704.46,1605642.0
SAGITTAE SOLUTIONS LIMITED LIABILITY COMPANY,18,6325621.68,3027917.97
"VECTOR DISEASE CONTROL INTERNATIONAL, LLC",26,6302160.79,8841500.0
"ADVANCED LIFE TECHNOLOGIES, LLC",28,6292544.84,1549920.47
"KURARAY CO., LTD.",13,6279673.0,1539375.0
"OWT GLOBAL, LIMITED LIABILITY COMPANY",23,6267107.28,1758616.0
"CLOVER-ONE JOINT VENTURE, LLC",9,6264492.96,1680247.8
"UNIVERSITY OF MARYLAND DIAGNOSTIC IMAGING SPECIALISTS, P. A.",13,6239012.43,3921678.86
COSM ADVANCED MANUFACTURING SYSTEMS LLC,11,6210041.0,4962338.0
ATRIAX/ZAPATA JV LLC,30,6209943.47,1252303.97
STERLING PARENT INC.,99,6203965.130000001,1463632.0
COOP 2012 SOCIETA' COOPERATIVA,44,6202400.22,1019140.27
"ENERGYSOLUTIONS, LLC",8,6193276.01,7142524.0
"FRONTIER ACQUISITIONS, LLC",5,6192599.91,5354800.0
"TRAILBLAZER INNOVATIONS, INC",22,6190289.5600000005,1152731.0
"NORTEKUSA, INC",16,6185676.12,3361880.0
"INTELLIGENT DECISIONS, INC.",8,6169424.29,3645086.07
"BROOKSTONE BUILDERS, INC.",15,6166316.5200000005,3697588.0
CHECKPOINT TECHNOLOGIES LLC,24,6165783.37,1209587.0
"AMERIDIAN GOLDEN EAGLE CONSTRUCTION CO., LLC",57,6164211.46,1235717.0
CRE8TIVE CONSTRUCTION CONCEPTS INC,33,6159153.890000001,3509400.0
WEATHER ONE SERVICES LLC,20,6114729.97,1321924.53
HUNTSMAN NANOCOMP LLC,22,6101675.0,1866202.0
"UNIVERSAL ROBOTICS, INC.",9,6100000.0,6100000.0
"VULNERABILITY RESEARCH LABS, LLC",20,6086000.0,2896000.0
STRATEGIC SOLUTIONS FOR SUSTAINABILITY L.L.C.,20,6079596.96,2093300.0
CAMPBELL SERVICES LLC GRAHAM SERVICES LLC A JOINT VENTURE,28,6072741.23,1159956.68
HARRIS WATSON HOLDINGS PLC,20,6062066.66,1467140.0
"BIG WAVE SYSTEMS, LLC",8,6050035.21,1917483.84
CEMEX HAITI,3,6048203.149999999,4763610.56
PARTSSOURCE  INC.,23,6046669.33,2556510.0
TUSAAR CORP,4,6046207.0,2061983.0
"GEOSYNTEC-GANNETT FLEMING, A JOINT VENTURE",2,6016174.26,3903061.26
FORTIS CONSULTORÍA SC,6,6000000.0,2834840.0
NATIONAL ASSOCIATION OF STATE WORKFORCE AGENCIES,8,6000000.0,3000000.0
"FRONTLINE MOBILE TECH, LLC",5,5981792.0,3314415.0
"TEMPEST DRONEWORX, INC.",9,5975308.98,1999997.0
"ATERIAN INVESTMENT PARTNERS, LP",6,5963438.46,2547106.56
"TRUE CHAMPIONS, INC.",23,5962281.89,2197665.0
GUARD-ALL BUILDING SOLUTIONS MANUFACTURING LLC,8,5961732.710000001,4815768.94
"KAIVA-SIGNATURE JV, LLC",19,5949273.75,1907525.0
AUXILIO PLEXUS JOINT VENTURE LLC,15,5947439.16,2374095.5
HERENS HOLDCO S.À R.L.,2,5931250.0,5930000.0
"FOURSQUARE INTEGRATED TRANSPORTATION PLANNING, INC.",15,5923266.83,1324497.12
MXENERGY HOLDINGS INC.,14,5916064.65,1511100.0
TIDEWATER-SOVEREIGN JV,11,5909258.64,3639502.63
"GENESIS SYSTEMS GROUP, LLC",17,5906903.0,1870509.0
B.C. SCHMIDT CONSTRUCTION  INC,33,5903802.7700000005,2061298.35
HEALTH VIA MODERN NUTRITION INC.,15,5895137.85,3480185.93
CAPABILITY ANALYSIS & MEASUREMENT ORGANIZATION LLC,16,5890113.61,1081668.6
INSTALACIONES FULYES INC,21,5887765.53,1640479.44
"AJL PRECISION GROUP, INC.",21,5884075.4,1199261.0
CARING HANDS HEALTH EQUIPMENT & SUPPLIES LLC,22,5876030.38,1006260.54
"JEMCO COMPONENTS & FABRICATION, INC.",23,5874850.38,2879585.06
PREMIER ENGINEERING CORP,22,5872586.48,1940754.94
"KEYSTONE AERIAL SURVEYS, INC.",7,5869592.42,4146983.32
ALUMINUM PRECISION PRODUCTS INC,25,5867924.09,1044760.0
PREMIER FARNELL PLC,13,5863788.14,1239630.67
"KENEXA LEARNING, INC.",7,5860597.0,1946721.0
SIGNATURE VACUUM SYSTEMS INC,12,5852751.0,2057938.0
JOAQUIN MANUFACTURING CORP,13,5851294.5,1344737.0
COOPER MECHANICAL INC,29,5839633.83,1850353.51
"ROCHESTER PRECISION OPTICS, LLC",24,5827958.34,1171837.84
"DATA CAPTURE SOLUTIONS-REPAIR AND REMARKETING, INC",9,5826947.83,3448449.51
ENLIGHTEN IT CONSULTING LLC,6,5812362.640000001,4438926.36
FIRSTENERGY PENNSYLVANIA ELECTRIC COMPANY,17,5793432.07,3249999.96
"CATHOLIC HEALTH SYSTEM, INC.",14,5789177.33,1808125.0
"HERCULES FENCE OF MARYLAND, L.L.C.",29,5786206.32,3106000.0
"TANAQ-MMG 8(A) JOINT VENTURE, LIMITED LIABILITY CORPORATION",7,5774898.319999999,4080678.11
"HONEYCOMB AIRCRAFT REPAIR CENTER, LLC",4,5770992.51,4514260.22
THE AMBIENT GROUP LIMITED LIABILITY COMPANY,23,5765918.05,2593612.0
"AEON PRESERVATION SERVICES, LLC",29,5760716.33,2089174.75
AETHER ARGUS INC,13,5758986.0,1420205.0
VECTOR ELECTROMAGNETICS LLC,31,5758234.0,1094486.0
"HT FOUNDATION HOLDINGS, INC.",47,5756308.33,1180000.0
"SPIKA DESIGN & MANUFACTURING, INC.",23,5744077.46,1029606.0
ROGERS MACHINERY COMPANY INC,24,5743395.02,3547920.0
"AMSTABILITY, LLC",18,5742898.62,2164915.4
SOUTH ALABAMA ELECTRIC COOPERATIVE,11,5742789.9399999995,2468892.0
"CUSTOM MANUFACTURING SOLUTIONS, INC",9,5731351.0,2215890.0
"STONE HILL CONTRACTING CO., INC.",8,5724847.0,4956300.0
CENTURION SOLUTIONS GROUP LLC,30,5718650.7,1277000.0
NP PRECISION INC.,133,5713413.2,2652000.0
LE GP SERVICES LLC,12,5698278.0,1506278.0
POLYMERPLUS LLC,41,5689920.72,1665617.81
ONE TOUCH FACILITY PARTNERS LLC,31,5685574.35,1394213.38
AVALON TX CORRECTIONS,7,5680709.0,1762293.0
INTELLIGENT TOUCH DENTAL CORP,28,5668144.24,1080000.0
"LONE STAR BLOWER, INC.",3,5654350.0,5654350.0
MEGGITT PLC,8,5649164.0,2724540.0
DAMEN SHIPBUILDING & COOPERATION B.V.,4,5647556.0,3296356.0
THE MERIDIAN GROUP DC LLC,10,5640470.2700000005,2569083.2
TRIUMPH CONSTRUCTION LLC,24,5623504.49,1860519.0
"ALCOA EXTRUSIONS, INC.",19,5618885.01,3608188.0
CENTRAL VALLEY BEAN COOPERATIVE,8,5614211.3,1049886.0
"HUMACYTE GLOBAL, INC",9,5596228.0,3463048.0
"OUTDOOR SYSTEMS MANAGEMENT, LLC",4,5593709.77,2729534.65
"MERIDIAN MATERIALS, INC.",27,5588721.67,1002018.7
"FIFTH THIRD BANK, NATIONAL ASSOCIATION",10,5580263.0600000005,1899542.0
SUMMIT CATAMOUNT CONSTRUCTION LLC,38,5578066.83,2025600.0
SOUTHERN PREMIER FOODSERVICE LLC,6,5573272.89,2500000.0
BUREAU VERITAS REG INT NAVIRES AERONEFS,25,5570582.13,1327107.89
"GENERAC MOBILE PRODUCTS, LLC",21,5568414.77,1801250.0
SUMMIT SHOJI INC.,35,5562797.0200000005,2233032.63
"PRIMET PRECISION MATERIALS, INC.",6,5560502.26,3400911.96
"REFLECTECH, INC.",22,5557480.3,1273500.0
"JONES & DEMILLE ENGINEERING, INC.",34,5554043.94,1580182.0
"HANJIN HEAVY INDUSTRIES & CONSTRUCTION HOLDINGS CO., LTD.",28,5550806.1,1605382.16
LANCO INTERNATIONAL INC,19,5522446.89,2416943.07
M PLUS STONE HFG LLC,21,5514598.74,1586928.61
"CORNERSTONE HEALTHCARE GROUP HOLDING, INC.",10,5495530.74,1993000.0
PREMIER SOLUTIONS JV LLC,15,5478094.47,1601936.42
"ICU MEDICAL SALES, INC.",13,5475176.64,4495382.0
FRONTLINE MEDICAL LLC,11,5469797.62,1066095.0
CAPELLA PARTNERS LLC,6,5466061.88,1433479.48
"SIERRA CASCADE AGGREGATE & ASPHALT PRODUCTS, INC.",21,5465726.82,1137750.0
"FAITH JONES & ASSOCIATES, INC.",18,5461110.5200000005,2721612.5
"SOLID POWER OPERATING, INC",12,5456363.0,2956650.0
GLOBAL ADVANCED METALS USA  INC.,8,5437755.0,1903456.0
"WILLRICH PRECISION INSTRUMENT COMPANY, INC",12,5434607.9,1391466.4
"INTERPHASE MATERIALS, INC",26,5429701.57,1362898.57
WSP E&I - ZAPATA JOINT VENTURE,21,5413857.78,2141976.87
"INHALON BIOPHARMA, INC.",4,5410293.0,3175643.0
INNSIGHTFUL INC,9,5399999.61,2000000.0
GLOBAL CONSTRUCTION PARTNERS LLC,21,5398771.57,2703595.72
STATHEROS LLC,8,5385382.8,1798888.8
"CASCADE ENTERPRISES, INC",14,5381831.49,2158833.0
SQUAREHEAD TECHNOLOGY LLC,18,5374876.56,2726159.83
"C & A INDUSTRIES, INC.",45,5371387.34,1286064.0
AVRAMIDES MICHAEL,33,5358008.0,1149504.96
NOVA CONSTRUCTORS LIMITED LIABILITY CO.,6,5349109.0200000005,4799236.2
"M SQUARED DESIGN, LLC",11,5332951.24,1538745.0
THE MEDILODGE GROUP INC,18,5327935.42,1080026.79
NEWPORT MATERIALS LLC,18,5327748.94,1065226.4
ONEVOICE GOVERNMENT SOLUTIONS LLC,58,5325571.46,1170549.8
MASON & HANGER- CDM SMITH A JV,8,5307720.16,4394139.3
QUEST AIRCRAFT COMPANY  LLC,12,5292528.0,4538202.0
MERCURY SYSTEMS - TRUSTED MISSION SOLUTIONS INC.,12,5285385.32,1705900.0
M INTERNATIONAL INC,17,5280102.09,1210481.14
"IRISYS, INC.",19,5264924.85,1879582.0
"CONVERGEONE GOVERNMENT SOLUTIONS, LLC",25,5261935.68,1891165.64
GENERAL MANUFACTURING LLC,27,5259779.66,1196314.0
MOSAIC MICROSYSTEMS LLC,30,5257232.27,1249182.0
"ZAPATA/AME JV, LLC",21,5240662.45,1276108.38
"GRAHAM CONSTRUCTION & MANAGEMENT, INC.",4,5231581.0,5033000.0
TRANSUNION RISK AND ALTERNATIVE DATA SOLUTIONS  INC.,38,5228730.1,1509617.5
BOONE COUNTY SENIOR CITIZEN SERVICES CORPORATION,15,5227283.05,1204326.98
AGCO-PS JV,1,5222331.0,5222331.0
"WEST CONSULTANTS, INC",18,5220014.220000001,1288095.87
"CJ ROGERS AVIATION, INC.",30,5217784.22,1164250.0
"HADLEY EXHIBITS, INC.",35,5213736.45,2012062.0
TEN ONE AEROSPACE LLC,5,5211139.0,1815404.0
KEYSTONE POTATO PRODUCTS LLC,10,5209729.08,1028475.0
"TIDEWATER PLANNING & DESIGN, LLC",9,5209023.1,1637593.0
RED PIONEER ENTERPRISE INC,7,5203258.609999999,3122035.19
SUPERIOR KEYSTONE LLC,20,5201602.95,1046400.0
CYPRIUM SOLUTIONS INC,27,5196563.7700000005,1650000.0
"AA-K BUSINESS ENVIRONMENTS, INCORPORATED",34,5185740.79,3009000.0
HARDINGE GRINDING GROUP INC,8,5174187.29,2227200.0
COUNTY OF ONEIDA,11,5155184.03,2220911.0
"CONSTANT SOLUTIONS, LLC",3,5154969.96,2052472.0
DIRECT KINETIC SOLUTIONS INC,6,5149847.0,2000000.0
R & M MANUFACTURING INC,9,5149790.37,1854913.89
"SOLID BLEND TECHNOLOGIES, INC.",6,5140638.01,1844392.0
AMERIDIAN SPECIALTY SERVICES INC,26,5133235.0600000005,2741763.0
SUMMIT TECHNOLOGY LABORATORY,8,5124632.0,1874987.0
DUBAI AEROSPACE ENTERPRISE (DAE) LTD.,33,5123433.0,1790182.0
PROTONEX LLC,9,5121105.0,1397870.0
CORNERSTONE - SEMPER TEK JV,11,5100351.0,4127058.0
"FRONTIERE NATURAL MEATS, LLC",9,5084300.0,1747500.0
"STANDARDAERO ATLANTIC, INC.",34,5075497.66,1165784.34
APOLLOTECH MSI CORP,12,5075490.0,1899990.0
"BERG MANUFACTURING, INC.",1,5069069.07,5069069.07
GEOSYNTEC CONSULTANTS INC,25,5067977.04,1310784.0
ANCHOR QEA-STANTEC MOBILE JOINT VENTURE,27,5058661.37,1219874.21
CONESTOGA VIEW SNF OPERATIONS LLC,1,5049745.6,5049745.6
AUDITECH & ASSOCIATES INC,1,5043945.0,5043945.0
"ADVANCED CNC MANUFACTURING, INC.",16,5042756.03,1083648.0
"BELONGER CORP, INC",99,5042733.5,1492991.0
INTELSAT INFLIGHT LLC,11,5033539.43,1687500.0
ABB INSTALLATION PRODUCTS INC.,4,5023112.0,3262612.0
AGRIUM INC,16,5009228.64,1102714.19
BIGELOW SPACE ONE LLC,3,5006667.0,5000000.0
"PIONEER BUILDERS, INC.",76,5005299.31,1061140.0
"TSD CONSULTING, INC.",17,5004283.699999999,1269994.4
ROCKET LAB NATIONAL SECURITY LLC,2,5000000.0,5000000.0
"PLATELET BIOGENESIS, INC.",3,4998785.0,4998785.0
"AIM INTELLIGENT MACHINES, INC.",3,4990237.0,4990237.0
"PREMIER MEDICAL TRANSPORTATION, INC.",11,4989153.02,2281129.8
"PRECISION AIRPARTS SUPPORT SERVICES, INC.",10,4987657.84,1740288.5
NORTH WIND REMEDIATION SERVICES LIMITED LIABILITY COMPANY,24,4986767.16,4869577.0
RGBS ENTERPRISES INC,27,4984732.43,3492809.0
HARRIS MANUFACTURING COMPANY INC,16,4983454.55,2006250.0
AIN LIMITED LIABILITY COMPANY,3,4980852.0,4229972.0
"JONES, STANTON W & ASSOCIATES",2,4980210.0,2879985.0
PRESBYTERIAN HEALTHCARE SERVICES,10,4977942.9,3170232.61
"IRF - INTELLIGENT RF SOLUTIONS, LLC",13,4976537.8,1882580.0
"AGILETRAILBLAZERS, LLC",20,4969544.66,1000000.0
VENIO INC,14,4968881.88,1155301.49
"PLI MANUFACTURING, LLC",15,4953345.0,2996646.0
"MIRACLE ONE BUILDERS, INC",16,4948913.51,1814370.0
STONETURN GROUP LLP,49,4939789.9,1090000.0
BLUESTONE ANALYTICS LLC,8,4919410.0,1729930.0
"AVALON TECHNOLOGY, INC.",41,4907095.45,2800000.0
EUREKA AEROSPACE,20,4906760.4,2261940.0
CENTRAL STONE CO,5,4902456.0,4370331.0
AMERICAN AUTO AUCTION GROUP LLC,6,4901570.0,2284150.0
"S. C. JONES SERVICES, INC.",26,4888199.6899999995,1100692.0
3E-PLEXUS SOLUTIONS JOINT VENTURE LLC,7,4882892.27,1447358.0
FOSTER MANUFACTURING CO. INC.,16,4880328.47,1295250.0
ALPHATEC P.C.,27,4871505.5,1493793.43
"ADVANTEC MANUFACTURING USA, INC.",5,4852434.4399999995,1999860.0
CINCINNATI INCORPORATED,21,4852124.0,1289608.0
LOWNDES COUNTY BOARD OF COMMISSIONERS,52,4851234.71,1234941.74
PRECISION & CO CONTRACTORS LLC,6,4850436.0,2369227.0
UNIVERSITY RADIOLOGY ASSOCIATES OF CINCINNATI INC,10,4842855.89,1600000.0
MERIDIAN INSTITUTE,28,4784993.22,1500000.0
"DENALI GENERAL CONTRACTORS, INC.",24,4779709.82,1385000.0
TOWERSTRIDES INC.,11,4763502.63,1561361.77
"ARMIS BIOPHARMA, INC.",4,4759320.63,2403468.23
PACIFIC IMPACT ZONE SOLUTIONS INC,2,4753758.0,2463640.0
FRONTIER CONTRACTING LLC,17,4746373.7,2575233.33
"RUBICON TECHNOLOGY, INC.",9,4744316.0,2000000.0
PIVOTAL SPACE INC.,8,4739546.04,1700000.0
"ELDORADO CARE CENTER, LP",45,4731981.12,1455782.12
MURRAYAIR LTD,1,4731868.21,4731868.21
"NORDSON EXTRUSION DIES INDUSTRIES, LLC",9,4730670.0,3370949.0
GRAPHITE ONE (ALASKA) INC.,3,4727125.0,4726625.0
SCHMIDT U. BENDER GMBH,15,4719382.0,1435027.0
"FOOTPRINTS, INC.",19,4713157.99,1075377.6
"SKYLINE SERVICES, INC",11,4701860.71,3478740.0
"PREMIERSDN, LLC",20,4683378.21,1477682.23
WORKFORCE INNOVATIONS JV,7,4661273.46,1247378.86
TELLABS BROADBAND LLC,13,4661177.3,2295072.0
"MXR IMAGING, INC.",13,4651087.0,1212312.0
VOTAW PRECISION TECHNOLOGIES  INC.,20,4643898.15,3966007.0
"REGIONAL PRODUCE DISTRIBUTORS, LIMITED LIABILITY COMPANY",4,4643128.0,1960000.0
"ROGERS SURVEYING, PLLC",14,4625577.23,1303461.73
HEAVY INDUSTRIES TAXILA,3,4625000.0,2220000.0
STANLEY - VERSAR ASIA PACIFIC JV,8,4619838.0,2738963.0
HUNTER ALLIED OF MARYLAND INC.,29,4597631.029999999,3436978.0
CFPB HOLDINGS  LLC,7,4596400.0,1729200.0
"GUS PECH MANUFACTURING COMPANY, INCORPORATED",15,4576097.0,1199626.0
"TPMC-ENERGYSOLUTIONS ENVIRONMENTAL SERVICES, LLC",19,4561894.6,2147852.0
DEPARTMENT OF HEALTH,1,4549406.0,4549406.0
FRONTIER ALA,3,4547459.42,2870679.13
GIESECKE DEVRIENT CURRENCY TECHNOLOGY G M B H,2,4539294.0,2382774.0
"ACTUATED MEDICAL, INC.",23,4538257.06,1499895.0
AMETEK AIRTECHNOLOGY GROUP LTD,5,4533500.0,4533500.0
TRUSTCOMM  INC.,28,4521301.6,1751917.0
FRONTIER TECHNOLOGY CORP,1,4519820.0,4519820.0
"CONQUEST SECURITY, INC. A MARYLAND CLOSE CORPORATION",8,4514483.14,3024000.0
AMPRIUS INC,24,4506550.640000001,2999969.64
STEADMAN PHILIPPON RESEARCH INSTITUTE,1,4500000.0,4500000.0
"SALAS O'BRIEN ENGINEERS, INC.",17,4485114.56,1801876.0
"LIBERTY DEFENSE TECHNOLOGIES, INC.",13,4477412.6,1747905.0
YEARGAN CONSTRUCTION COMPANY LLC,55,4470430.930000001,1327200.0
"MEGADATA TECHNOLOGY, LLC",12,4469393.32,1982852.8
"STONE HFG ARCHITECTURE, LLC",18,4469142.73,1382595.0
"SUMMIT SOLUTIONS OF COLORADO, L.L.C.",7,4465813.4799999995,1663222.68
"SIGNATURE FENCE, INC.",3,4460797.0,3197000.0
"HBD INDUSTRIES, INC",8,4450167.05,1207879.29
"KODIAK AIRCRAFT COMPANY, INC.",4,4435363.21,4701485.0
DAWSON-HAWAIIAN BUILDERS II,14,4432540.0,1746697.0
"BAYVIEW ENGINEERING & CONSTRUCTION CO, INC",32,4425041.29,2872272.0
"PRECISION METAL INDUSTRIES, INC.",17,4420686.0,2494800.0
NANA REGIONAL CORPORATION INC.,12,4401453.62,3732316.0
UNITED PRECISION MACHINING INC,10,4397551.0,1443992.0
FRONTLINE CONSTRUCTION GROUP & DAWSON ENGINEERING - A JOINT VENTURE,2,4369000.0,4369000.0
INTELLIGENT SURVEILLANCE CORP,3,4363148.0,2368571.43
"REYNOLDS & REYNOLDS FACILITY SERVICES, INC.",11,4361408.87,1128679.18
WALTONEN ENGINEERING INC,25,4360206.65,1794164.18
"PARADIGM INVESTMENT CAPITAL, L.L.C.",14,4356875.640000001,1395078.0
STANDARD MANUFACTURING CO. INC.,13,4354229.43,1076400.0
"FAIRLEAD PRECISION MANUFACTURING AND INTEGRATION, LLC",21,4347564.350000001,4198445.69
"RELADYNE, INC.",11,4346933.76,2794035.0
