supplier_cik,name,sic,first_link,last_link,ticker,ticker_src
1652535,"ICHOR HOLDINGS, LTD.  (ICHR)  (CIK 0001652535)",3674.0,2017-03-28,2022-02-28,ICHR,company_tickers
1655210,"BEYOND MEAT, INC.  (BYND)  (CIK 0001655210)",2000.0,2021-03-01,2021-03-01,BYND,company_tickers
1655780,Jack Cooper Holdings Corp.  (CIK 0001655780),4213.0,2017-03-22,2017-03-22,,
1658566,"Centennial Resource Development, Inc.  (PR)  (CIK 0001658566)",1311.0,2018-02-26,2019-02-25,PR,company_tickers
1661920,Lonestar Resources US Inc.  (CIK 0001661920),1311.0,2017-03-23,2020-04-13,LONE,oplev_hist_xbrl_prefix
1664703,Bloom Energy Corp  (BE)  (CIK 0001664703),3620.0,2019-03-22,2021-02-26,BE,company_tickers
1667011,"Arteris, Inc.  (AIP)  (CIK 0001667011)",3674.0,2022-03-07,2023-03-01,AIP,company_tickers
1667313,"Zedge, Inc.  (ZDGE)  (CIK 0001667313)",7372.0,2016-10-26,2021-11-09,ZDGE,company_tickers
1668673,"PetIQ, Inc.  (PETQ)  (CIK 0001668673)",5122.0,2018-03-13,2024-02-29,PETQ,oplev_hist_xbrl_prefix
1669792,"AdvancePierre Foods Holdings, Inc.  (CIK 0001669792)",2000.0,2017-03-09,2017-03-09,APFH,oplev_hist_xbrl_prefix
1670541,Adient plc  (ADNT)  (CIK 0001670541),3714.0,2020-11-30,2020-11-30,ADNT,company_tickers
1670592,"YETI Holdings, Inc.  (YETI)  (CIK 0001670592)",3949.0,2019-03-20,2020-02-18,YETI,company_tickers
1673743,"Hinge Health, Inc.  (HNGE)  (CIK 0001673743)",7374.0,2026-03-03,2026-03-03,HNGE,company_tickers
1674335,"JELD-WEN Holding, Inc.  (JELD)  (CIK 0001674335)",2430.0,2017-03-03,2023-02-21,JELD,company_tickers
1675820,TiVo Corp  (CIK 0001675820),6794.0,2019-02-26,2019-02-26,,
1678531,Envision Healthcare Corp  (CIK 0001678531),8011.0,2017-03-01,2018-03-01,EVHC,oplev_hist_xbrl_prefix
1679273,"Lamb Weston Holdings, Inc.  (LW)  (CIK 0001679273)",2030.0,2017-07-25,2026-07-24,LW,company_tickers
1680247,ProPetro Holding Corp.  (PUMP)  (CIK 0001680247),1389.0,2018-03-27,2026-02-19,PUMP,company_tickers
1681689,Bioverativ Inc.  (CIK 0001681689),2834.0,2017-03-24,2017-03-24,BIVV,oplev_hist_xbrl_prefix
1690334,SEACOR Marine Holdings Inc.  (SMHI)  (CIK 0001690334),4412.0,2023-03-06,2024-02-29,SMHI,company_tickers
1690769,"Alta Mesa Resources, Inc. /DE  (CIK 0001690769)",1311.0,2020-03-05,2020-03-05,,
1691936,"STRYVE FOODS, INC.  (SNAX, SNAXW)  (CIK 0001691936)",2000.0,2022-03-31,2023-04-17,SNAX,oplev_hist_xbrl_prefix
1694028,Liberty Energy Inc.  (LBRT)  (CIK 0001694028),1389.0,2025-02-06,2025-02-06,LBRT,company_tickers
1696558,"Jerash Holdings (US), Inc.  (JRSH)  (CIK 0001696558)",2300.0,2018-06-28,2026-06-18,JRSH,company_tickers
1697500,"Solaris Oilfield Infrastructure, Inc.  (SOI)  (CIK 0001697500)",3533.0,2019-02-27,2024-02-27,SEI,company_tickers
1699039,"Ranger Energy Services, Inc.  (RNGR)  (CIK 0001699039)",1389.0,2019-03-06,2022-03-30,RNGR,company_tickers
1699136,"Cactus, Inc.  (WHD)  (CIK 0001699136)",3533.0,2018-03-19,2022-02-28,WHD,company_tickers
1699150,Ingersoll Rand Inc.  (IR)  (CIK 0001699150),3560.0,2021-02-26,2021-02-26,IR,company_tickers
1702744,Simply Good Foods Co  (SMPL)  (CIK 0001702744),2000.0,2017-11-09,2025-10-28,SMPL,company_tickers
1704235,Quintana Energy Services Inc.  (CIK 0001704235),1389.0,2018-03-30,2020-03-06,QES,oplev_hist_xbrl_prefix
1705873,Berry Corp (bry)  (BRY)  (CIK 0001705873),1311.0,2021-02-24,2025-03-13,BRY,oplev_hist_xbrl_prefix
1708055,Ribbon Communications Inc.  (RBBN)  (CIK 0001708055),7373.0,2018-03-08,2026-02-26,RBBN,company_tickers
1708301,BP Midstream Partners LP  (CIK 0001708301),4610.0,2018-03-22,2022-03-11,BPMP,oplev_hist_xbrl_prefix
1708527,"AZIYO BIOLOGICS, INC.  (ELUT)  (CIK 0001708527)",2836.0,2021-03-15,2022-03-08,ELUT,company_tickers
1709164,Hamilton Beach Brands Holding Co  (HBB)  (CIK 0001709164),3634.0,2024-03-06,2026-02-25,HBB,company_tickers
1710155,"National Vision Holdings, Inc.  (EYE)  (CIK 0001710155)",3851.0,2018-03-08,2019-02-27,EYE,company_tickers
1710583,"Switch, Inc.  (CIK 0001710583)",7370.0,2018-04-02,2020-03-02,SWCH,oplev_hist_xbrl_prefix
1712189,Target Hospitality Corp.  (TH)  (CIK 0001712189),7000.0,2020-03-13,2020-03-13,TH,company_tickers
1717556,"EDISON NATION, INC.  (BBIG)  (CIK 0001717556)",3944.0,2019-04-16,2019-04-16,BBIG,oplev_hist_xbrl_prefix
1720580,"Adicet Bio, Inc.  (ACET)  (CIK 0001720580)",2834.0,2021-03-12,2023-03-15,ACET,company_tickers
1720725,"Oyster Point Pharma, Inc.  (CIK 0001720725)",2836.0,2022-02-24,2022-02-24,OYST,oplev_hist_xbrl_prefix
1722964,"Y-mAbs Therapeutics, Inc.  (YMAB)  (CIK 0001722964)",2834.0,2023-03-30,2025-03-04,YMAB,oplev_hist_xbrl_prefix
1724521,"Arcus Biosciences, Inc.  (RCUS)  (CIK 0001724521)",2834.0,2023-02-28,2026-02-25,RCUS,company_tickers
1724965,TALOS ENERGY INC.  (TALO)  (CIK 0001724965),1311.0,2026-02-25,2026-02-25,TALO,company_tickers
1730168,Broadcom Inc.  (AVGO)  (CIK 0001730168),3674.0,2018-12-21,2023-12-14,AVGO,company_tickers
1735707,Garrett Motion Inc.  (GTX)  (CIK 0001735707),3714.0,2019-03-01,2026-02-19,GTX,company_tickers
1736946,"Arlo Technologies, Inc.  (ARLO)  (CIK 0001736946)",3651.0,2022-03-02,2022-03-02,ARLO,company_tickers
1737204,"Riviera Resources, Inc.  (CIK 0001737204)",1311.0,2019-03-01,2020-02-28,RVRA,oplev_hist_xbrl_prefix
1739445,"Arcosa, Inc.  (ACA)  (CIK 0001739445)",3440.0,2025-02-28,2026-02-27,ACA,company_tickers
1743759,"Corsair Gaming, Inc.  (CRSR)  (CIK 0001743759)",3577.0,2021-03-11,2026-02-25,CRSR,company_tickers
1746473,"PLIANT THERAPEUTICS, INC.  (PLRX)  (CIK 0001746473)",2834.0,2021-03-16,2025-03-03,PLRX,company_tickers
1748790,"Amcor plc  (AMCR, AMCCF)  (CIK 0001748790)",3990.0,2019-09-03,2019-09-03,AMCR,company_tickers
1757073,Envista Holdings Corp  (NVST)  (CIK 0001757073),3843.0,2020-02-21,2026-02-12,NVST,company_tickers
1760965,"Kontoor Brands, Inc.  (KTB)  (CIK 0001760965)",2320.0,2020-03-11,2026-03-04,KTB,company_tickers
1766368,"Mayville Engineering Company, Inc.  (MEC)  (CIK 0001766368)",3460.0,2020-03-02,2026-03-04,MEC,company_tickers
1768267,Cerence Inc.  (CRNC)  (CIK 0001768267),7372.0,2019-12-19,2021-11-23,CRNC,company_tickers
1785424,"Katapult Holdings, Inc.  (KPLT, KPLTW)  (CIK 0001785424)",7359.0,2025-03-28,2026-03-11,KPLT,company_tickers
1786117,"Alpine Income Property Trust, Inc.  (PINE)  (CIK 0001786117)",6798.0,2021-02-16,2022-02-10,PINE,company_tickers
1786431,Reynolds Consumer Products Inc.  (REYN)  (CIK 0001786431),2673.0,2020-03-10,2025-02-05,REYN,company_tickers
1790982,Arconic Corp  (CIK 0001790982),3350.0,2020-03-30,2022-02-22,ARNC,oplev_hist_xbrl_prefix
1792044,Viatris Inc  (VTRS)  (CIK 0001792044),2834.0,2021-03-01,2026-02-26,VTRS,company_tickers
1792849,"HighPeak Energy, Inc.  (HPK)  (CIK 0001792849)",1381.0,2023-03-06,2026-03-11,HPK,company_tickers
1794783,"SelectQuote, Inc.  (SLQT)  (CIK 0001794783)",6411.0,2020-09-10,2026-08-25,SLQT,company_tickers
1798100,NETSTREIT Corp.  (NTST)  (CIK 0001798100),6798.0,2025-02-24,2025-02-24,NTST,company_tickers
1800227,IAC Inc.  (IAC)  (CIK 0001800227),7370.0,2021-02-17,2025-02-28,PPLI,company_tickers
1802665,"Harmony Biosciences Holdings, Inc.  (HRMY)  (CIK 0001802665)",2834.0,2021-03-25,2026-02-24,HRMY,company_tickers
1805385,"Evolv Technologies Holdings, Inc.  (EVLV, EVLVW)  (CIK 0001805385)",3577.0,2023-03-24,2023-03-24,EVLV,company_tickers
1808220,"GoHealth, Inc.  (GOCO)  (CIK 0001808220)",6411.0,2023-03-23,2024-03-14,,
1809519,"GoodRx Holdings, Inc.  (GDRX)  (CIK 0001809519)",7374.0,2023-03-01,2024-02-29,GDRX,company_tickers
1813914,"CareMax, Inc.  (CMAX, CMAXW)  (CIK 0001813914)",8050.0,2022-03-16,2022-03-16,CMAX,oplev_hist_xbrl_prefix
1820190,"Scilex Holding Co  (SCLX, SCLXW)  (CIK 0001820190)",2836.0,2023-03-07,2023-03-07,SCLX,company_tickers
1820201,Redbox Entertainment Inc.  (CIK 0001820201),7841.0,2022-04-15,2022-04-15,RDBX,oplev_hist_xbrl_prefix
1822492,Hillman Solutions Corp.  (HLMN)  (CIK 0001822492),3420.0,2022-03-16,2026-02-17,HLMN,company_tickers
1822966,NUSCALE POWER Corp  (SMR)  (CIK 0001822966),3443.0,2023-03-16,2026-02-26,SMR,company_tickers
1824734,"Berkshire Grey, Inc.  (CIK 0001824734)",3569.0,2022-03-29,2022-03-29,BGRY,oplev_hist_xbrl_prefix
1826600,"Montauk Renewables, Inc.  (MNTK)  (CIK 0001826600)",4932.0,2021-03-31,2026-03-11,MNTK,company_tickers
1828182,"Signify Health, Inc.  (CIK 0001828182)",8082.0,2021-03-25,2023-02-27,SGFY,oplev_hist_xbrl_prefix
1828972,"BuzzFeed, Inc.  (BZFD, BZFDW)  (CIK 0001828972)",4899.0,2025-03-14,2026-03-16,BZFD,company_tickers
1831097,"agilon health, inc.  (AGL)  (CIK 0001831097)",8090.0,2022-03-03,2022-03-03,AGL,company_tickers
1832483,Serve Robotics Inc. /DE/  (SERV)  (CIK 0001832483),3790.0,2024-02-29,2025-03-06,SERV,company_tickers
1835512,"Terran Orbital Corp  (LLAP, LLAPW)  (CIK 0001835512)",3760.0,2023-03-23,2024-04-01,LLAP,oplev_hist_xbrl_prefix
1837240,Symbotic Inc.  (SYM)  (CIK 0001837240),3569.0,2022-03-23,2025-11-24,SYM,company_tickers
1841925,"indie Semiconductor, Inc.  (INDI)  (CIK 0001841925)",3674.0,2022-04-11,2024-02-29,INDI,company_tickers
1842022,"DT Midstream, Inc.  (DTM)  (CIK 0001842022)",4922.0,2022-02-25,2022-02-25,DTM,company_tickers
1850079,Telesis Bio Inc.  (TBIO)  (CIK 0001850079),3826.0,2023-03-22,2024-03-29,TBIO,oplev_hist_xbrl_prefix
1851860,"SMART FOR LIFE, INC.  (SMFL)  (CIK 0001851860)",2833.0,2022-03-31,2023-03-31,SMFL,oplev_hist_xbrl_prefix
1855467,"MOBIX LABS, INC  (MOBX, MOBXW)  (CIK 0001855467)",3674.0,2024-12-26,2026-01-13,MOBX,company_tickers
1856608,"Sovos Brands, Inc.  (CIK 0001856608)",2000.0,2022-03-15,2024-02-28,SOVOS,oplev_hist_xbrl_prefix
1864943,"FGI Industries Ltd.  (FGI, FGIWW)  (CIK 0001864943)",3430.0,2022-03-31,2025-03-31,FGI,company_tickers
1865187,"Aris Water Solutions, Inc.  (ARIS)  (CIK 0001865187)",1389.0,2022-03-01,2025-02-27,,
1866175,Crescent Energy Co  (CRGY)  (CIK 0001866175),1311.0,2023-03-07,2025-02-26,CRGY,company_tickers
1868275,Constellation Energy Corp  (CEG)  (CIK 0001868275),4911.0,2022-02-25,2023-02-16,CEG,company_tickers
1895262,"Noble Corp plc  (NE, NBLWF, NE-WT, NE-WTA)  (CIK 0001895262)",1381.0,2023-03-09,2023-03-09,NE,company_tickers
1901297,ZRCN Inc.  (CIK 0001901297),3690.0,2024-07-16,2024-07-16,ZRCN,oplev_hist_xbrl_prefix
1910139,Mobileye Global Inc.  (MBLY)  (CIK 0001910139),7372.0,2023-03-09,2026-02-12,MBLY,company_tickers
1921963,Atmus Filtration Technologies Inc.  (ATMU)  (CIK 0001921963),3714.0,2024-02-14,2026-02-13,ATMU,company_tickers
1922335,Syra Health Corp  (SYRA)  (CIK 0001922335),7361.0,2026-03-12,2026-03-12,SYRA,company_tickers
1941365,"MasterBrand, Inc.  (MBC)  (CIK 0001941365)",2511.0,2023-03-10,2026-02-13,MBC,company_tickers
1959348,WK Kellogg Co  (KLG)  (CIK 0001959348),2040.0,2024-03-08,2025-02-25,KLG,oplev_hist_xbrl_prefix
1962481,BranchOut Food Inc.  (BOF)  (CIK 0001962481),2000.0,2024-04-01,2024-04-01,BOF,company_tickers
1968915,PHINIA INC.  (PHIN)  (CIK 0001968915),3714.0,2024-02-28,2026-02-12,PHIN,company_tickers
1980088,MACH NATURAL RESOURCES LP  (MNR)  (CIK 0001980088),1311.0,2024-04-01,2025-03-13,MNR,company_tickers
2008861,"Endo, Inc.  (NDOI)  (CIK 0002008861)",2834.0,2025-03-13,2025-03-13,NDOI,oplev_hist_xbrl_prefix
2011208,Safe Pro Group Inc.  (SPAI)  (CIK 0002011208),3842.0,2025-03-31,2026-03-31,SPAI,company_tickers
2017206,"Millrose Properties, Inc.  (MRP)  (CIK 0002017206)",6500.0,2026-03-02,2026-03-02,MRP,company_tickers
2053641,Elite Express Holding Inc.  (ETS)  (CIK 0002053641),4210.0,2026-02-27,2026-02-27,ETS,company_tickers
2067876,"Versant Media Group, Inc.  (VSNT)  (CIK 0002067876)",4833.0,2026-03-03,2026-03-03,VSNT,company_tickers
