cik,n_ciks,adsh,file_name,file_date,form,root_form,file_type,file_description,period_ending,display_name,sic,doc_ok
1513965,1,0001513965-15-000049,a2014q410-k.htm,2015-03-10,10-K,10-K,10-K,2014 10-K,2014-12-31,"American Midstream Partners, LP  (CIK 0001513965)",4922.0,True
1122904,1,0001122904-15-000013,ntgr-20141231x10k1.htm,2015-02-20,10-K,10-K,10-K,FORM 10-K,2014-12-31,"NETGEAR, INC  (NTGR)  (CIK 0001122904)",3661.0,True
1420800,1,0001420800-15-000004,cfx10-kx2014.htm,2015-02-17,10-K,10-K,10-K,10-K,2014-12-31,Colfax CORP  (ENOV)  (CIK 0001420800),3561.0,True
948368,1,0001213900-15-002235,f10k2014_psbholdings.htm,2015-03-31,10-K,10-K,10-K,ANNUAL REORT,2014-12-31,PSB HOLDINGS INC /WI/  (PSBQ)  (CIK 0000948368),6022.0,True
1294133,1,0001564590-15-002861,ingn-10k_20141231.htm,2015-04-27,10-K,10-K,10-K,10-K,2014-12-31,Inogen Inc  (INGN)  (CIK 0001294133),3842.0,True
1394922,1,0001144204-15-019498,v403805_atel12-10k.htm,2015-03-30,10-K,10-K,10-K,10-K,2014-12-31,"ATEL 12, LLC  (CIK 0001394922)",7359.0,True
785557,1,0000785557-15-000042,dlhc-2015x10kx093015q4.htm,2015-12-16,10-K,10-K,10-K,10-K DLHC 2015.09.30,2015-09-30,DLH Holdings Corp.  (DLHC)  (CIK 0000785557),7363.0,True
946454,1,0001437749-15-004315,btn20141231_10k.htm,2015-03-06,10-K,10-K,10-K,FORM 10-K,2014-12-31,"BALLANTYNE STRONG, INC.  (CIK 0000946454)",3861.0,True
1369868,1,0001144204-15-013977,v400524_10k.htm,2015-03-04,10-K,10-K,10-K,FORM 10-K,2014-12-31,"China Biologic Products, Inc.  (CIK 0001369868)",2836.0,True
65172,1,0001104659-15-027671,a15-1799_1ex13.htm,2015-04-15,10-K,10-K,EX-13,EX-13,2015-01-31,MESABI TRUST  (MSB)  (CIK 0000065172),6795.0,True
1572840,1,0001165527-15-000223,g7840.txt,2015-05-13,10-K,10-K,10-K,,2015-02-28,CME Realty Inc.  (CIK 0001572840),6531.0,True
1558441,1,0001193125-15-078501,d840543d10k.htm,2015-03-05,10-K,10-K,10-K,FORM 10-K,2014-12-31,INDUSTRIAL PROPERTY TRUST INC.  (CIK 0001558441),6798.0,True
1432985,1,0001564590-15-002240,pub18b-10k_20141231.htm,2015-03-31,10-K,10-K,10-K,10-K,2014-12-31,Atlas Resources Public #18-2009 (B) L.P.  (CIK 0001432985),1311.0,True
721371,1,0000721371-15-000107,a15q4_10kx63015xform10-k.htm,2015-08-13,10-K,10-K,10-K,ANNUAL REPORT,2015-06-30,CARDINAL HEALTH INC  (CAH)  (CIK 0000721371),5122.0,True
1051627,1,0001567619-15-000258,s000768x1_10k.htm,2015-03-13,10-K,10-K,10-K,FORM 10-K,2014-12-31,AXT INC  (AXTI)  (CIK 0001051627),3674.0,True
1527613,1,0001294606-15-000014,nuzeeincform10-kfor2014final.htm,2015-02-12,10-K,10-K,10-K,"NUZEE INC. - ANNUAL REPORT FOR THE YEAR ENDED SEPTEMBER 30, 2014",2014-09-30,"NuZee, Inc.  (NUZE)  (CIK 0001527613)",5900.0,True
65596,1,0001354488-15-001467,n1443_10-k.htm,2015-03-31,10-K,10-K,10-K,ANNUAL REPORT,2014-03-31,SIEBERT FINANCIAL CORP  (SIEB)  (CIK 0000065596),6211.0,True
1509589,1,0001558370-15-000218,bcei-20141231x10k.htm,2015-02-27,10-K,10-K,10-K,10-K,2014-12-31,"Bonanza Creek Energy, Inc.  (CIVI, CIVII, CIVIW)  (CIK 0001509589)",1311.0,True
1584509,1,0001584509-15-000215,fy2015aramark10-k.htm,2015-12-01,10-K,10-K,10-K,10-K,2015-10-02,Aramark  (ARMK)  (CIK 0001584509),5812.0,True
928340,1,0001144204-15-016020,v403209_10k.htm,2015-03-13,10-K,10-K,10-K,10-K,2014-12-31,CONSOLIDATED WATER CO LTD  (CWCO)  (CIK 0000928340),4941.0,True
1090061,1,0001090061-15-000006,omn-20141130x10k.htm,2015-01-23,10-K,10-K,10-K,10-K,2014-11-30,OMNOVA SOLUTIONS INC  (CIK 0001090061),3060.0,True
1375618,1,0001002014-15-000505,amaz10k-07312015.htm,2015-11-13,10-K,10-K,10-K,"AMAZING ENERGY OIL & GAS, CO. FORM 10-K (07/31/2015)",2015-07-31,"Amazing Energy Oil & Gas, Co.  (CIK 0001375618)",1381.0,True
1504747,1,0001354488-15-001539,swsh_10k.htm,2015-04-01,10-K,10-K,10-K,ANNUAL REPORT,2014-12-31,Swisher Hygiene Inc.  (CIK 0001504747),2840.0,True
1100682,1,0001628280-15-000785,crl1227201410k.htm,2015-02-17,10-K,10-K,10-K,10-K,2014-12-27,CHARLES RIVER LABORATORIES INTERNATIONAL INC  (CRL)  (CIK 0001100682),8731.0,True
1126975,1,0001126975-15-000073,mmp12311410-k.htm,2015-02-20,10-K,10-K,10-K,10-K,2014-12-31,MAGELLAN MIDSTREAM PARTNERS LP  (CIK 0001126975),4610.0,True
1323468,1,0001047469-15-002167,a2223627z10-k.htm,2015-03-13,10-K,10-K,10-K,10-K,2014-12-31,"GLOBAL PARTNERS LP  (GLP, GLP-PB)  (CIK 0001323468)",5171.0,True
929940,1,0001047469-15-006824,a2225705z10-k.htm,2015-08-13,10-K,10-K,10-K,10-K,2015-06-30,ASPEN TECHNOLOGY INC /DE/  (CIK 0000929940),7371.0,True
1451433,1,0001640334-15-000316,2015jul31-nnrx_10k.htm,2015-11-13,10-K,10-K,10-K,FORM 10-K,2015-09-30,"NUTRANOMICS, INC.  (CIK 0001451433)",2020.0,True
1537511,1,0001144204-15-028879,v407214_10k.htm,2015-05-08,10-K,10-K,10-K,FORM 10-K,2014-12-31,"PROGRESSIVE GREEN SOLUTIONS, INC.  (CIK 0001537511)",7374.0,True
1157817,1,0001213900-15-009115,f10k2015_sitomobile.htm,2015-11-25,10-K,10-K,10-K,ANNUAL REPORT,2015-09-30,"SITO MOBILE, LTD.  (CIK 0001157817)",7389.0,True
1575420,1,0001062993-15-005156,form10k.htm,2015-09-23,10-K,10-K,10-K,FORM 10-K,2015-06-30,MJP INTERNATIONAL LTD.  (CIK 0001575420),3640.0,True
89270,1,0001193125-15-095358,d846078d10k.htm,2015-03-17,10-K,10-K,10-K,10-K,2014-12-31,SL INDUSTRIES INC  (CIK 0000089270),3679.0,True
798371,1,0001493152-15-001438,form10-k.htm,2015-04-15,10-K,10-K,10-K,,2014-12-31,GARB OIL & POWER CORP  (CIK 0000798371),3559.0,True
78128,1,0000078128-15-000003,wtr-20141231ex1313f18aa.htm,2015-02-27,10-K,10-K,EX-13.1,EX-13.1,2014-12-31,AQUA AMERICA INC  (WTRG)  (CIK 0000078128),4941.0,True
1302028,1,0001193125-15-093205,d854645d10k.htm,2015-03-16,10-K,10-K,10-K,FORM 10-K,2014-12-31,"Manitex International, Inc.  (MNTX)  (CIK 0001302028)",3559.0,True
1087734,1,0001065949-15-000102,hinto10k2014vfinal.txt,2015-04-15,10-K,10-K,10-K,,2014-12-31,"HINTO ENERGY, INC  (CIK 0001087734)",1381.0,True
1301063,1,0001301063-15-000015,anr-12312014x10k.htm,2015-02-26,10-K,10-K,10-K,10-K,2014-12-31,"Alpha Natural Resources, Inc.  (CIK 0001301063)",1221.0,True
1433966,1,0001354488-15-004626,getg_10k.htm,2015-10-13,10-K,10-K,10-K,ANNUAL REPORT,2015-06-30,"GREEN EARTH TECHNOLOGIES, INC  (CIK 0001433966)",5160.0,True
781902,1,0001471242-15-000021,ibal10k10312014.htm,2015-01-29,10-K,10-K,10-K,IBAL10K10312014,2014-10-31,INTERNATIONAL BALER CORP  (CIK 0000781902),3569.0,True
1519632,1,0001104659-15-016710,a14-26278_110k.htm,2015-03-04,10-K,10-K,10-K,10-K,2014-12-31,"LRR Energy, L.P.  (CIK 0001519632)",1311.0,True
47111,1,0000047111-15-000010,a2014_formx10-k.htm,2015-02-20,10-K,10-K,10-K,THE HERSHEY COMPANY FORM 10-K,2014-12-31,HERSHEY CO  (HSY)  (CIK 0000047111),2060.0,True
1361394,1,0001564590-15-001826,agi-10k_20141231.htm,2015-03-19,10-K,10-K,10-K,10-K,2014-12-31,"Affinion Group, Inc.  (CIK 0001361394)",7389.0,True
1036262,1,0001036262-15-000004,f10k-2014.htm,2015-03-26,10-K,10-K,10-K,,2014-12-31,INTEST CORP  (INTT)  (CIK 0001036262),3825.0,True
1379763,1,0001564590-15-002247,ser27-10k_20141231.htm,2015-03-31,10-K,10-K,10-K,10-K,2014-12-31,Atlas America Series 27-2006 L.P.  (CIK 0001379763),1311.0,True
1075857,1,0000721748-15-000261,vsym10k033115.htm,2015-04-15,10-K,10-K,10-K,,2014-12-31,VIEW SYSTEMS INC  (CIK 0001075857),7380.0,True
717720,1,0001571049-15-005763,t82773_10k.htm,2015-07-22,10-K,10-K,10-K,FORM 10-K,2015-04-30,VALUE LINE INC  (VALU)  (CIK 0000717720),6282.0,True
918541,1,0001193125-15-093835,d863758d10k.htm,2015-03-16,10-K,10-K,10-K,FORM 10-K,2014-12-31,NN INC  (NNBR)  (CIK 0000918541),3562.0,True
1261734,1,0001102624-15-001827,aeolus10k.htm,2015-12-18,10-K,10-K,10-K,"AEOLUS PHARMACEUTICALS, INC. 10-K",2015-12-14,"AEOLUS PHARMACEUTICALS, INC.  (CIK 0001261734)",2834.0,True
1326380,1,0001326380-15-000078,form10k-fy14.htm,2015-03-30,10-K,10-K,10-K,"FORM 10-K FOR THE FISCAL YEAR ENDED JANUARY 31, 2015",2015-01-31,GameStop Corp.  (GME)  (CIK 0001326380),5734.0,True
1038074,1,0001047469-15-000641,a2222910z10-k.htm,2015-02-06,10-K,10-K,10-K,10-K,2015-01-03,SILICON LABORATORIES INC  (SLAB)  (CIK 0001038074),3674.0,True
845091,1,0001193125-15-131238,d842570d10k.htm,2015-04-15,10-K,10-K,10-K,FORM 10-K,2014-12-31,TRANSAMERICA ADVISORS LIFE INSURANCE Co  (CIK 0000845091),6311.0,True
1122976,1,0001628280-15-000652,pol-20141231x10xk.htm,2015-02-13,10-K,10-K,10-K,10-K,2014-12-31,POLYONE CORP  (AVNT)  (CIK 0001122976),2821.0,True
932111,1,0000932111-15-000006,mcrl-201410k.htm,2015-02-24,10-K,10-K,10-K,FORM 10-K,2014-12-31,MICREL INC  (CIK 0000932111),3674.0,True
1267602,1,0001267602-15-000018,alim-12312014x10k.htm,2015-03-13,10-K,10-K,10-K,10-K,2014-12-31,ALIMERA SCIENCES INC  (ALIM)  (CIK 0001267602),2834.0,True
1565430,1,0001354488-15-000594,imma_10k.htm,2015-02-12,10-K,10-K,10-K,ANNUAL REPORT,2014-10-31,INTERACTIVE MULTI MEDIA AUCTION Corp  (CIK 0001565430),7389.0,True
865941,1,0001008886-15-000210,form10k.htm,2015-09-10,10-K,10-K,10-K,"FORM 10-K (CELADON GROUP, INC.)",2015-06-30,CELADON GROUP INC  (CIK 0000865941),4213.0,True
1514128,1,0001047469-15-002902,a2223325z10-k.htm,2015-03-30,10-K,10-K,10-K,10-K,2014-12-31,UNIVERSAL AMERICAN CORP.  (CIK 0001514128),6324.0,True
1395445,1,0001511164-15-000582,f10k2015final15dec2015.htm,2015-12-18,10-K,10-K,10-K,FORM 10-K,2015-07-31,PERPETUAL INDUSTRIES INC.  (PRPI)  (CIK 0001395445),3590.0,True
1398659,1,0001193125-15-068826,d833545d10k.htm,2015-02-27,10-K,10-K,10-K,FORM 10-K,2014-12-31,Genpact LTD  (G)  (CIK 0001398659),8742.0,True
784539,1,0001144204-15-068052,v425445_10k.htm,2015-11-25,10-K,10-K,10-K,10-K,2015-08-31,EACO CORP  (EACO)  (CIK 0000784539),5065.0,True
1387713,1,0001214659-15-001959,n22715010k.htm,2015-03-04,10-K,10-K,10-K,"FOR THE FISCAL YEAR ENDED DECEMBER 31, 2014",2014-12-31,"NEULION, INC.  (CIK 0001387713)",4841.0,True
1358190,1,0001213900-15-002051,f10k2014_orientpaper.htm,2015-03-25,10-K,10-K,10-K,ANNUAL REPORT,2014-12-31,Orient Paper Inc.  (ITP)  (CIK 0001358190),2670.0,True
906709,1,0001193125-15-063338,d842626d10k.htm,2015-02-26,10-K,10-K,10-K,FORM 10-K,2014-12-31,NEKTAR THERAPEUTICS  (NKTR)  (CIK 0000906709),2834.0,True
1483935,1,0001019687-15-001454,empo_10k-123114.htm,2015-04-15,10-K,10-K,10-K,ANNUAL REPORT,2014-12-31,"Empowered Products, Inc.  (CIK 0001483935)",2844.0,True
1393540,1,0001185185-15-000922,igennetworks10k123114.htm,2015-04-15,10-K,10-K,10-K,10-K,2014-12-31,IGEN NETWORKS CORP  (IGEN)  (CIK 0001393540),7363.0,True
1536394,1,0001144204-15-019221,v405870_10k.htm,2015-03-30,10-K,10-K,10-K,10-K,2014-12-31,Luxurious Travel Corp.  (USLG)  (CIK 0001536394),7372.0,True
772406,1,0001193125-15-201883,d862656d10k.htm,2015-05-27,10-K,10-K,10-K,FORM 10-K,2015-03-28,CIRRUS LOGIC INC  (CRUS)  (CIK 0000772406),3674.0,True
719209,1,0001185185-15-000473,isramco10k123114.htm,2015-03-10,10-K,10-K,10-K,10-K,2014-12-31,ISRAMCO INC  (CIK 0000719209),1311.0,True
849869,1,0000849869-15-000010,slgn-2014x1231x10k.htm,2015-02-27,10-K,10-K,10-K,10-K,2014-12-31,SILGAN HOLDINGS INC  (SLGN)  (CIK 0000849869),3411.0,True
1434388,1,0001213900-15-002211,f10k2014_wonhehigh.htm,2015-03-30,10-K,10-K,10-K,ANNUAL REPORT,2014-12-31,"Wonhe High-Tech International, Inc.  (CIK 0001434388)",3577.0,True
1638290,1,0001558370-15-001811,mcft-20150630x10k.htm,2015-09-18,10-K,10-K,10-K,10-K,2015-06-30,"MCBC Holdings, Inc.  (MCFT)  (CIK 0001638290)",3730.0,True
715579,1,0001047469-15-001759,a2223395z10-k.htm,2015-03-06,10-K,10-K,10-K,10-K,2014-12-31,ACNB CORP  (ACNB)  (CIK 0000715579),6022.0,True
1439397,1,0001078782-15-000872,f10k123114_10k.htm,2015-05-20,10-K,10-K,10-K,FORM 10-K ANNUAL REPORT,2014-12-31,"NORTHSIGHT CAPITAL, INC.  (CIK 0001439397)",2080.0,True
318986,1,0001376474-15-000064,real3_10k.htm,2015-03-31,10-K,10-K,10-K,FORM 10-K,2014-12-31,REAL ESTATE ASSOCIATES LTD III  (CIK 0000318986),6500.0,True
1365784,1,0001393905-16-001012,bshf_10k.htm,2016-08-15,10-K,10-K,10-K,ANNUAL REPORT,2016-04-30,"BIOSHAFT WATER TECHNOLOGY, INC.  (CIK 0001365784)",4950.0,True
1537511,1,0001144204-16-089780,v434552_10k.htm,2016-03-23,10-K,10-K,10-K,10-K,2015-12-31,"PROGRESSIVE GREEN SOLUTIONS, INC.  (CIK 0001537511)",8742.0,True
1145460,1,0001193125-16-674184,d78820d10k.htm,2016-08-08,10-K,10-K,10-K,FORM 10-K,2015-12-31,ALERE INC.  (CIK 0001145460),2835.0,True
1094285,1,0001094285-16-000177,tdy-20160103x10k.htm,2016-03-01,10-K,10-K,10-K,"10-K 2015 JANUARY 3, 2016",2016-01-03,TELEDYNE TECHNOLOGIES INC  (TDY)  (CIK 0001094285),3812.0,True
1444839,1,0001091818-16-000266,brvo0412201610k.htm,2016-04-14,10-K,10-K,10-K,YEAR END REPORT,2015-12-31,Bravo Multinational Inc.  (BRVO)  (CIK 0001444839),1040.0,True
1297989,1,0001628280-16-011841,exls-123115x10k.htm,2016-02-26,10-K,10-K,10-K,10-K,2015-12-31,"ExlService Holdings, Inc.  (EXLS)  (CIK 0001297989)",7389.0,True
1350102,1,0001350102-16-000140,asti-20151231x10k.htm,2016-03-11,10-K,10-K,10-K,10-K,2015-12-31,"Ascent Solar Technologies, Inc.  (ASTI)  (CIK 0001350102)",3674.0,True
1116942,1,0001193125-16-476374,d97109d10k.htm,2016-02-25,10-K,10-K,10-K,FORM 10-K,2015-12-28,TTM TECHNOLOGIES INC  (TTMI)  (CIK 0001116942),3672.0,True
1004411,1,0001354488-16-006915,glla_10k.htm,2016-04-08,10-K,10-K,10-K,ANNUAL REPORT,2015-12-31,GILLA INC.  (CIK 0001004411),2100.0,True
1447599,1,0001447599-16-000018,fitbit1231201510k.htm,2016-02-29,10-K,10-K,10-K,10-K,2015-12-31,FITBIT INC  (CIK 0001447599),3571.0,True
781902,1,0001607062-16-000619,ibal103115form10k.htm,2016-01-28,10-K,10-K,10-K,FORM 10-K,2015-10-31,INTERNATIONAL BALER CORP  (CIK 0000781902),3569.0,True
727538,1,0001193125-16-481926,d115308d10k.htm,2016-02-26,10-K,10-K,10-K,10-K,2015-12-31,APACHE OFFSHORE INVESTMENT PARTNERSHIP  (CIK 0000727538),1311.0,True
1109357,5,0001193125-16-457652,d129102d10k.htm,2016-02-10,10-K,10-K,10-K,FORM 10-K,2015-12-31,EXELON CORP  (EXC)  (CIK 0001109357),4931.0,True
1528308,1,0001214659-16-014070,s10716010k.htm,2016-10-11,10-K,10-K,10-K,"FOR THE FISCAL YEAR ENDED JUNE 30, 2016",2016-06-30,"IONIX TECHNOLOGY, INC.  (CIK 0001528308)",3841.0,True
6769,1,0001193125-16-481920,d62202d10k.htm,2016-02-26,10-K,10-K,10-K,10-K,2015-12-31,APACHE CORP  (CIK 0000006769),1311.0,True
18396,1,0000018396-16-000133,cdi-2015123110xk.htm,2016-03-03,10-K,10-K,10-K,10-K,2015-12-31,CDI CORP  (CIK 0000018396),7363.0,True
1326706,1,0001144204-16-091141,v434972_10k.htm,2016-03-30,10-K,10-K,10-K,10-K,2015-12-31,"NanoVibronix, Inc.  (NAOV)  (CIK 0001326706)",3842.0,True
48465,1,0001104659-16-163147,a16-22026_110k.htm,2016-12-21,10-K,10-K,10-K,10-K,2016-10-30,HORMEL FOODS CORP /DE/  (HRL)  (CIK 0000048465),2011.0,True
1590714,1,0001590714-16-000097,pah10-k20151231document.htm,2016-03-11,10-K,10-K,10-K,FORM 10-K,2015-12-31,Platform Specialty Products Corp  (ESI)  (CIK 0001590714),2890.0,True
1592000,1,0001592000-16-000022,enlc201510-k.htm,2016-02-17,10-K,10-K,10-K,10-K,2015-12-31,"EnLink Midstream, LLC  (ENLC)  (CIK 0001592000)",4922.0,True
1057352,1,0001057352-16-000103,csgp20151231-10k.htm,2016-02-26,10-K,10-K,10-K,2015 10-K,2015-12-31,COSTAR GROUP INC  (CSGP)  (CIK 0001057352),7389.0,True
1121484,1,0001437749-16-025723,ois20151231_10k.htm,2016-02-22,10-K,10-K,10-K,FORM 10-K,2015-12-31,"OIL STATES INTERNATIONAL, INC  (OIS)  (CIK 0001121484)",3533.0,True
1374128,1,0001564590-16-013416,entl-10k_20151231.htm,2016-02-25,10-K,10-K,10-K,10-K,2015-12-31,ENTELLUS MEDICAL INC  (CIK 0001374128),3841.0,True
1120295,1,0001120295-16-000134,a2015q4form10-k.htm,2016-02-29,10-K,10-K,10-K,10-K,2015-12-31,IXIA  (CIK 0001120295),3825.0,True
1368993,1,0001368993-16-000086,wgbs-12312015x10k.htm,2016-03-25,10-K,10-K,10-K,10-K,2015-12-31,"WaferGen Bio-systems, Inc.  (CIK 0001368993)",3826.0,True
1044777,1,0001193125-16-485621,d141501d10k.htm,2016-02-29,10-K,10-K,10-K,FORM 10-K,2015-12-31,VASCO DATA SECURITY INTERNATIONAL INC  (OSPN)  (CIK 0001044777),7373.0,True
1164964,1,0001019687-16-005849,global_10k-123115.htm,2016-04-13,10-K,10-K,10-K,FORM 10-K,2015-12-31,Global Future City Holding Inc.  (CIK 0001164964),2834.0,True
1561660,1,0001628280-16-011961,pegi2015123110k.htm,2016-02-29,10-K,10-K,10-K,10-K,2015-12-31,Pattern Energy Group Inc.  (CIK 0001561660),4911.0,True
1364397,1,0001214659-16-010104,t21716010k.htm,2016-03-07,10-K,10-K,10-K,"FOR THE FISCAL YEAR ENDED DECEMBER 31, 2015",2015-12-31,RIDGEWOOD ENERGY T FUND LLC  (CIK 0001364397),1382.0,True
1031896,1,0001165527-16-000630,g8126a.txt,2016-01-13,10-K,10-K,10-K,,2015-09-30,AMERICAN SOIL TECHNOLOGIES INC  (CIK 0001031896),2870.0,True
799231,1,0001558370-16-003766,afam-20160101x10k.htm,2016-03-02,10-K,10-K,10-K,10-K,2016-01-01,ALMOST FAMILY INC  (CIK 0000799231),8300.0,True
1434388,1,0001213900-16-012538,f10k2015_wonhehightechinter.htm,2016-04-14,10-K,10-K,10-K,ANNUAL REPORT,2015-12-31,"Wonhe High-Tech International, Inc.  (CIK 0001434388)",3577.0,True
1372414,1,0001628280-16-011853,aerohive201510-k.htm,2016-02-26,10-K,10-K,10-K,10-K,2015-12-31,"AEROHIVE NETWORKS, INC  (CIK 0001372414)",7373.0,True
1060426,1,0001096906-16-001934,aoxing.htm,2016-10-05,10-K,10-K,10-K,10K,2016-06-30,"AOXING PHARMACEUTICAL COMPANY, INC.  (CIK 0001060426)",2834.0,True
885322,1,0001628280-16-012619,a12312015abcw10k.htm,2016-03-11,10-K,10-K,10-K,10-K,2015-12-31,ANCHOR BANCORP WISCONSIN INC  (CIK 0000885322),6036.0,True
1575319,1,0001575319-16-000021,acom2015123110k.htm,2016-02-19,10-K,10-K,10-K,10-K,2015-12-31,Ancestry.com LLC  (CIK 0001575319),7374.0,True
1012477,1,0001144204-16-088149,v433294_10k.htm,2016-03-15,10-K,10-K,10-K,FORM 10-K,2015-12-31,FLAMEL TECHNOLOGIES SA  (AVDL)  (CIK 0001012477),2834.0,True
47307,1,0000047307-16-000024,r10kfy15.htm,2016-01-13,10-K,10-K,10-K,FORM 10-K YEAR ENDED 9-30-2015,2015-09-30,HICKOK INC  (CRAWA)  (CIK 0000047307),3823.0,True
752294,1,0001052918-16-000840,elst10kmar316.htm,2016-03-04,10-K,10-K,10-K,"ELECTRONIC SYSTEMS TECHNOLOGY, INC. FORM 10-K",2015-12-31,ELECTRONIC SYSTEMS TECHNOLOGY INC  (ELST)  (CIK 0000752294),3670.0,True
1369774,1,0001062993-16-009021,form10k.htm,2016-04-18,10-K,10-K,10-K,FORM 10-K,2015-12-31,"Shiner International, Inc.  (CIK 0001369774)",3081.0,True
1378624,1,0001354488-16-006531,cbmg_10k.htm,2016-03-14,10-K,10-K,10-K,ANNUAL REPORT,2015-12-31,"Cellular Biomedicine Group, Inc.  (CIK 0001378624)",2836.0,True
1527190,1,0001564590-16-013837,ncmllc-10k_20151231.htm,2016-03-02,10-K,10-K,10-K,10-K,2015-12-31,"National CineMedia, LLC  (CIK 0001527190)",7310.0,True
1514732,1,0001514732-16-000144,a201510-k.htm,2016-03-15,10-K,10-K,10-K,10-K,2015-12-31,"SAExploration Holdings, Inc.  (CIK 0001514732)",1382.0,True
1404804,1,0001445866-16-001805,omnitek10k12312015.htm,2016-03-30,10-K,10-K,10-K,10-K,2015-12-31,Omnitek Engineering Corp  (OMTK)  (CIK 0001404804),3714.0,True
1585389,1,0001193125-16-521470,d144344d10k.htm,2016-03-29,10-K,10-K,10-K,10-K,2015-12-31,"Strategic Storage Trust II, Inc.  (SSST, STSFF)  (CIK 0001585389)",6798.0,True
1500435,1,0001500435-16-000063,gpro2015-12x3110xk.htm,2016-02-29,10-K,10-K,10-K,10-K,2015-12-31,"GoPro, Inc.  (GPRO)  (CIK 0001500435)",3861.0,True
806517,1,0001144204-16-084605,v432062_10k.htm,2016-02-26,10-K,10-K,10-K,FORM 10-K,2015-12-31,PSYCHEMEDICS CORP  (PMD)  (CIK 0000806517),8071.0,True
1425287,1,0001013762-16-001424,f10k2015_workhorsegroup.htm,2016-03-25,10-K,10-K,10-K,ANNUAL REPORT,2015-12-31,Workhorse Group Inc.  (WKHS)  (CIK 0001425287),3711.0,True
820901,1,0001079973-16-000949,arete_10k-123115.htm,2016-05-10,10-K,10-K,10-K,FORM 10-K,2015-12-31,ARETE INDUSTRIES INC  (CIK 0000820901),1311.0,True
711065,1,0001628280-16-016577,amcc331201610-k.htm,2016-05-20,10-K,10-K,10-K,10-K,2016-03-31,APPLIED MICRO CIRCUITS CORP  (CIK 0000711065),3674.0,True
1649338,1,0001649338-16-000151,avgo-10302016x10k.htm,2016-12-23,10-K,10-K,10-K,10-K,2016-10-30,Broadcom Ltd  (CIK 0001649338),3674.0,True
1336917,1,0001336917-16-000064,ua-20151231x10k.htm,2016-02-22,10-K,10-K,10-K,FORM 10-K,2015-12-31,"Under Armour, Inc.  (UA, UAA)  (CIK 0001336917)",2300.0,True
863895,1,0001615774-16-005833,s103325_10k.htm,2016-06-09,10-K,10-K,10-K,FORM 10-K,2015-12-31,"NaturalNano, Inc.  (CIK 0000863895)",3089.0,True
1419793,1,0001013762-16-001450,f10k2015_originclearinc.htm,2016-04-04,10-K,10-K,10-K,ANNUAL REPORT,2015-12-31,"ORIGINCLEAR, INC.  (OCLN)  (CIK 0001419793)",2860.0,True
16058,1,0001564590-16-024672,caci-10k_20160630.htm,2016-08-24,10-K,10-K,10-K,10-K,2016-06-30,CACI INTERNATIONAL INC /DE/  (CACI)  (CIK 0000016058),7373.0,True
1635965,1,0001161697-16-000785,form_10-k.htm,2016-04-14,10-K,10-K,10-K,FORM 10-K ANNUAL REPORT FOR 12-31-2015,2015-12-31,Woodland Holdings Corp  (CIK 0001635965),7374.0,True
1645026,1,0001645026-16-000006,pbfllc-2015123110k.htm,2016-03-24,10-K,10-K,10-K,10-K,2015-12-31,PBF Energy Co LLC  (CIK 0001645026),,True
1462418,1,0001628280-16-012704,asps-12312015x10k.htm,2016-03-15,10-K,10-K,10-K,10-K,2015-12-31,Altisource Portfolio Solutions S.A.  (ASPS)  (CIK 0001462418),7380.0,True
1094814,1,0001144204-16-092203,v434795_10k.htm,2016-04-01,10-K,10-K,10-K,FORM 10-K,2016-01-02,"Cartesian, Inc.  (CIK 0001094814)",8742.0,True
24545,1,0000024545-16-000054,tap2015123110-k.htm,2016-02-11,10-K,10-K,10-K,10-K,2015-12-31,"MOLSON COORS BREWING CO  (TAP, TAP-A)  (CIK 0000024545)",2082.0,True
1125264,1,0001144204-16-091082,v429268_atel9-10k.htm,2016-03-30,10-K,10-K,10-K,10-K,2015-12-31,ATEL CAPITAL EQUIPMENT FUND IX LLC  (CIK 0001125264),7359.0,True
95029,1,0001174947-16-002118,form10k-15162_rgr.htm,2016-02-24,10-K,10-K,10-K,10-K,2015-12-31,STURM RUGER & CO INC  (RGR)  (CIK 0000095029),3480.0,True
205402,1,0000205402-16-000040,a1231201510k.htm,2016-03-10,10-K,10-K,10-K,10-K,2015-12-31,GRAYBAR ELECTRIC CO INC  (CIK 0000205402),5063.0,True
890264,1,0001193125-16-511938,d118879d10k.htm,2016-03-21,10-K,10-K,10-K,10-K,2016-01-31,EXA CORP  (CIK 0000890264),7372.0,True
1328015,1,0001564590-16-013831,impr-10k_20151231.htm,2016-03-02,10-K,10-K,10-K,10-K,2015-12-31,Imprivata Inc  (CIK 0001328015),7372.0,True
80661,1,0000080661-16-000080,exhibit13annualreport2015.htm,2016-02-29,10-K,10-K,EX-13,EXHIBIT 13,2015-12-31,PROGRESSIVE CORP/OH/  (PGR)  (CIK 0000080661),6331.0,True
1102541,1,0001102541-16-000040,elnk-20151231x10k.htm,2016-02-19,10-K,10-K,10-K,10-K,2015-12-31,EarthLink Holdings Corp.  (CIK 0001102541),7370.0,True
1611983,1,0001558370-16-003202,lbrd-20151231x10k.htm,2016-02-12,10-K,10-K,10-K,10-K,2015-12-31,"Liberty Broadband Corp  (LBRDA, LBRDB, LBRDK, LBRDP)  (CIK 0001611983)",4841.0,True
