form,name,cik,date,adsh
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2023-02-16,0000950170-23-003066
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2024-02-15,0000950170-24-015810
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2025-02-13,0000950170-25-019801
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2026-02-12,0001193125-26-048139
10-K,ENSCO INTERNATIONAL INC,314808,2009-02-26,0000314808-09-000015
10-K,Ensco International plc,314808,2010-02-25,0000314808-10-000019
10-K,Ensco plc,314808,2011-02-24,0000314808-11-000016
10-K,Ensco plc,314808,2012-02-24,0000314808-12-000020
10-K,Ensco plc,314808,2013-02-22,0000314808-13-000019
10-K,Ensco plc,314808,2014-02-26,0000314808-14-000026
10-K,Ensco plc,314808,2015-03-02,0000314808-15-000018
10-K,Ensco plc,314808,2016-02-25,0000314808-16-000258
10-K,Ensco plc,314808,2017-02-28,0000314808-17-000012
10-K,Ensco plc,314808,2018-02-27,0000314808-18-000019
10-K,Ensco plc,314808,2019-02-28,0000314808-19-000021
10-K,Valaris plc,314808,2020-02-21,0000314808-20-000015
10-K,Valaris plc,314808,2021-03-02,0000314808-21-000007
10-K,Valaris Ltd,314808,2022-02-22,0000314808-22-000011
10-K,Valaris Ltd,314808,2023-02-21,0000314808-23-000018
10-K,Valaris Ltd,314808,2024-02-22,0000314808-24-000014
10-K,Valaris Ltd,314808,2025-02-20,0000314808-25-000028
10-K,Valaris Ltd,314808,2026-02-20,0000314808-26-000029
10-K,EXCO RESOURCES INC,316300,2009-02-26,0001193125-09-038799
10-K,EXCO RESOURCES INC,316300,2010-02-24,0001193125-10-038991
10-K,EXCO RESOURCES INC,316300,2011-02-24,0001193125-11-045326
10-K,EXCO RESOURCES INC,316300,2012-02-27,0001193125-12-081913
10-K,EXCO RESOURCES INC,316300,2013-02-21,0000316300-13-000009
10-K,EXCO RESOURCES INC,316300,2014-02-26,0000316300-14-000010
10-K,EXCO RESOURCES INC,316300,2015-02-25,0000316300-15-000006
10-K,EXCO RESOURCES INC,316300,2016-03-02,0000316300-16-000087
10-K,EXCO RESOURCES INC,316300,2017-03-16,0000316300-17-000007
10-K,EXCO RESOURCES INC,316300,2018-03-15,0000316300-18-000004
10-K,EXCO RESOURCES INC,316300,2019-03-18,0000316300-19-000002
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2009-03-13,0000950144-09-002180
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2010-03-18,0000950123-10-026007
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2011-03-18,0000950123-11-026807
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2012-03-16,0001193125-12-119442
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2013-03-14,0001193125-13-107520
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2014-03-14,0001193125-14-100068
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2015-03-13,0001193125-15-091165
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2016-03-18,0001564590-16-015048
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2017-03-14,0001564590-17-004316
10-K,COCA COLA BOTTLING CO CONSOLIDATED /DE/,317540,2018-02-28,0001564590-18-003845
10-K,"Coca-Cola Consolidated, Inc.",317540,2019-02-27,0001564590-19-005000
10-K,"Coca-Cola Consolidated, Inc.",317540,2020-02-25,0001564590-20-006432
10-K,"Coca-Cola Consolidated, Inc.",317540,2021-02-26,0000317540-21-000006
10-K,"Coca-Cola Consolidated, Inc.",317540,2022-02-22,0000317540-22-000009
10-K,"Coca-Cola Consolidated, Inc.",317540,2023-02-22,0000317540-23-000009
10-K,"Coca-Cola Consolidated, Inc.",317540,2024-02-21,0000317540-24-000009
10-K,"Coca-Cola Consolidated, Inc.",317540,2025-02-20,0000317540-25-000025
10-K,"Coca-Cola Consolidated, Inc.",317540,2026-02-18,0001628280-26-009057
10-K,TELLABS INC,317771,2009-03-03,0001193125-09-043372
10-K,TELLABS INC,317771,2010-03-01,0001193125-10-044806
10-K,TELLABS INC,317771,2011-03-01,0001193125-11-050345
10-K,TELLABS INC,317771,2012-02-28,0001193125-12-085797
10-K,TELLABS INC,317771,2013-02-22,0001193125-13-071676
10-K,INTELLIGENT SYSTEMS CORP,320340,2009-03-27,0001362310-09-004445
10-K,INTELLIGENT SYSTEMS CORP,320340,2010-03-23,0000950123-10-027168
10-K,INTELLIGENT SYSTEMS CORP,320340,2011-03-22,0000950123-11-027689
10-K,INTELLIGENT SYSTEMS CORP,320340,2012-03-22,0001437749-12-002661
10-K,INTELLIGENT SYSTEMS CORP,320340,2013-03-22,0001437749-13-003364
10-K,INTELLIGENT SYSTEMS CORP,320340,2014-03-17,0001437749-14-004359
10-K,INTELLIGENT SYSTEMS CORP,320340,2015-02-18,0001437749-15-002956
10-K,INTELLIGENT SYSTEMS CORP,320340,2016-03-16,0001437749-16-027785
10-K,INTELLIGENT SYSTEMS CORP,320340,2017-03-17,0001437749-17-004786
10-K,INTELLIGENT SYSTEMS CORP,320340,2018-03-15,0001437749-18-004712
10-K,INTELLIGENT SYSTEMS CORP,320340,2019-03-13,0001437749-19-004719
10-K,INTELLIGENT SYSTEMS CORP,320340,2020-03-16,0001437749-20-005308
10-K,INTELLIGENT SYSTEMS CORP,320340,2021-03-04,0001437749-21-004982
10-K,CoreCard Corp,320340,2022-03-03,0001437749-22-005090
10-K,CoreCard Corp,320340,2023-03-02,0001437749-23-005161
10-K,CoreCard Corp,320340,2024-03-01,0001437749-24-006215
10-K,CoreCard Corp,320340,2025-02-28,0001437749-25-005708
10-K,PIONEER DRILLING CO,320575,2009-02-26,0001193125-09-038416
10-K,PIONEER DRILLING CO,320575,2010-02-16,0001193125-10-031795
10-K,PIONEER DRILLING CO,320575,2011-02-17,0001193125-11-038629
10-K,PIONEER DRILLING CO,320575,2012-02-21,0001445305-12-000374
10-K,PIONEER ENERGY SERVICES CORP,320575,2013-02-13,0000320575-13-000011
10-K,PIONEER ENERGY SERVICES CORP,320575,2014-02-13,0000320575-14-000011
10-K,PIONEER ENERGY SERVICES CORP,320575,2015-02-17,0000320575-15-000013
10-K,PIONEER ENERGY SERVICES CORP,320575,2016-02-17,0000320575-16-000097
10-K,PIONEER ENERGY SERVICES CORP,320575,2017-02-17,0000320575-17-000009
10-K,PIONEER ENERGY SERVICES CORP,320575,2018-02-16,0000320575-18-000009
10-K,PIONEER ENERGY SERVICES CORP,320575,2019-02-19,0000320575-19-000006
10-K,PIONEER ENERGY SERVICES CORP,320575,2020-03-06,0000320575-20-000003
10-K,PIONEER ENERGY SERVICES CORP,320575,2021-03-05,0000320575-21-000016
10-K,AMERICAN PACIFIC CORP,350832,2009-12-29,0000950123-09-073911
10-K,AMERICAN PACIFIC CORP,350832,2010-12-20,0000950123-10-115038
10-K,AMERICAN PACIFIC CORP,350832,2011-12-20,0001193125-11-345961
10-K,AMERICAN PACIFIC CORP,350832,2012-12-17,0001193125-12-504892
10-K,AMERICAN PACIFIC CORP,350832,2013-12-13,0001193125-13-472044
10-K,DAWSON GEOPHYSICAL CO,351231,2009-12-01,0000950123-09-067127
10-K,DAWSON GEOPHYSICAL CO,351231,2010-11-23,0000950123-10-108247
10-K,DAWSON GEOPHYSICAL CO,351231,2011-12-09,0001193125-11-336740
10-K,DAWSON GEOPHYSICAL CO,351231,2012-12-05,0001193125-12-491992
10-K,DAWSON GEOPHYSICAL CO,351231,2013-12-11,0001193125-13-469963
10-K,DAWSON GEOPHYSICAL CO,351231,2014-12-15,0001193125-14-442692
10-K,SWIFT ENERGY CO,351817,2009-02-27,0000351817-09-000004
10-K,SWIFT ENERGY CO,351817,2010-02-26,0000351817-10-000006
10-K,SWIFT ENERGY CO,351817,2011-02-24,0000351817-11-000012
10-K,SWIFT ENERGY CO,351817,2012-02-23,0000351817-12-000006
10-K,SWIFT ENERGY CO,351817,2013-02-22,0000351817-13-000007
10-K,SWIFT ENERGY CO,351817,2014-03-03,0000351817-14-000009
10-K,SWIFT ENERGY CO,351817,2015-03-02,0000351817-15-000006
10-K,SWIFT ENERGY CO,351817,2016-03-04,0000351817-16-000042
10-K,SWIFT ENERGY CO,351817,2017-02-28,0000351817-17-000011
10-K,"SILVERBOW RESOURCES, INC.",351817,2018-03-01,0000351817-18-000004
10-K,"SILVERBOW RESOURCES, INC.",351817,2019-02-28,0000351817-19-000004
10-K,"SILVERBOW RESOURCES, INC.",351817,2020-03-05,0000351817-20-000004
10-K,"SILVERBOW RESOURCES, INC.",351817,2021-03-04,0000351817-21-000005
10-K,"SILVERBOW RESOURCES, INC.",351817,2022-03-03,0000351817-22-000009
10-K,"SILVERBOW RESOURCES, INC.",351817,2023-03-02,0000351817-23-000032
10-K,"SILVERBOW RESOURCES, INC.",351817,2024-02-29,0000351817-24-000016
10-K,SunOpta Inc.,351834,2009-03-11,0001204459-09-000390
10-K,SunOpta Inc.,351834,2010-03-11,0001204459-10-000491
10-K,SunOpta Inc.,351834,2011-03-10,0001204459-11-000669
10-K,SunOpta Inc.,351834,2012-03-07,0001204459-12-000476
10-K,SunOpta Inc.,351834,2013-03-06,0001062993-13-001081
10-K,SunOpta Inc.,351834,2014-03-06,0001062993-14-001163
10-K,SunOpta Inc.,351834,2015-03-04,0001062993-15-001123
10-K,SunOpta Inc.,351834,2016-03-09,0001062993-16-008222
10-K,SunOpta Inc.,351834,2017-03-02,0001062993-17-001180
10-K,SunOpta Inc.,351834,2018-03-01,0001062993-18-001023
10-K,SunOpta Inc.,351834,2019-02-27,0001062993-19-001084
10-K,SunOpta Inc.,351834,2020-02-27,0001062993-20-001183
10-K,SunOpta Inc.,351834,2021-03-03,0001062993-21-002279
10-K,SunOpta Inc.,351834,2022-03-02,0001062993-22-006314
10-K,SunOpta Inc.,351834,2023-03-01,0001062993-23-005351
10-K,SunOpta Inc.,351834,2024-02-28,0001062993-24-004783
10-K,SunOpta Inc.,351834,2025-02-26,0001062993-25-003695
10-K,SunOpta Inc.,351834,2026-03-04,0001062993-26-001270
10-K,DATA I/O CORP,351998,2009-03-31,0000351998-09-000009
10-K,DATA I/O CORP,351998,2010-03-31,0000351998-10-000009
10-K,DATA I/O CORP,351998,2011-03-31,0000351998-11-000010
10-K,DATA I/O CORP,351998,2012-03-28,0000351998-12-000016
10-K,DATA I/O CORP,351998,2013-03-28,0000351998-13-000010
10-K,DATA I/O CORP,351998,2014-03-28,0000351998-14-000005
10-K,DATA I/O CORP,351998,2015-03-27,0000351998-15-000006
10-K,DATA I/O CORP,351998,2016-03-28,0000351998-16-000036
10-K,DATA I/O CORP,351998,2017-03-28,0000351998-17-000010
10-K,DATA I/O CORP,351998,2018-03-28,0000351998-18-000003
10-K,DATA I/O CORP,351998,2019-03-28,0000351998-19-000007
10-K,DATA I/O CORP,351998,2020-03-27,0001654954-20-003376
10-K,DATA I/O CORP,351998,2021-03-26,0001654954-21-003344
10-K,DATA I/O CORP,351998,2022-03-29,0001654954-22-003978
10-K,DATA I/O CORP,351998,2023-03-30,0001654954-23-003841
10-K,DATA I/O CORP,351998,2024-03-27,0001654954-24-003750
10-K,DATA I/O CORP,351998,2025-04-01,0001654954-25-003717
10-K,DATA I/O CORP,351998,2026-04-16,0001654954-26-003625
10-K,AIR T INC,353184,2009-06-02,0000353184-09-000010
10-K,AIR T INC,353184,2010-06-08,0000353184-10-000009
10-K,AIR T INC,353184,2011-06-03,0000353184-11-000011
10-K,AIR T INC,353184,2012-06-05,0000353184-12-000010
10-K,AIR T INC,353184,2013-06-04,0000353184-13-000009
10-K,AIR T INC,353184,2014-06-02,0000353184-14-000011
10-K,AIR T INC,353184,2015-06-08,0001437749-15-011923
10-K,AIR T INC,353184,2016-06-29,0001437749-16-034573
10-K,AIR T INC,353184,2017-10-13,0001437749-17-017134
10-K,AIR T INC,353184,2018-06-29,0001437749-18-012675
10-K,AIR T INC,353184,2019-06-28,0001437749-19-013061
10-K,AIR T INC,353184,2020-06-26,0000353184-20-000035
10-K,AIR T INC,353184,2021-06-25,0000353184-21-000058
10-K,AIR T INC,353184,2022-06-28,0000353184-22-000046
10-K,AIR T INC,353184,2023-06-27,0000353184-23-000071
10-K,AIR T INC,353184,2024-06-26,0000353184-24-000062
10-K,AIR T INC,353184,2025-06-27,0000353184-25-000044
10-K,AIR T INC,353184,2026-06-29,0000353184-26-000054
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2009-03-09,0001169232-09-001373
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2010-03-08,0001140361-10-010477
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2011-03-08,0001140361-11-014909
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2012-03-06,0001140361-12-013424
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2013-03-05,0001140361-13-010549
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2014-03-03,0001140361-14-010365
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2015-02-27,0001140361-15-009431
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2016-02-26,0001140361-16-055078
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2017-03-23,0001628280-17-002855
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2018-03-15,0001628280-18-003226
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2019-02-28,0001628280-19-002261
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2020-02-26,0001628280-20-002311
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2021-02-25,0001628280-21-003177
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2022-02-28,0001628280-22-004265
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2023-02-22,0001628280-23-004441
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2024-02-21,0001628280-24-005781
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2025-02-20,0001628280-25-006567
10-K,SHENANDOAH TELECOMMUNICATIONS CO/VA/,354963,2026-02-26,0000354963-26-000125
10-K,UNITED STATIONERS INC,355999,2009-02-27,0001047469-09-001918
10-K,UNITED STATIONERS INC,355999,2010-02-25,0001047469-10-001403
10-K,UNITED STATIONERS INC,355999,2011-02-25,0001047469-11-001401
10-K,UNITED STATIONERS INC,355999,2012-02-27,0001193125-12-082027
10-K,UNITED STATIONERS INC,355999,2013-02-22,0001193125-13-071543
10-K,UNITED STATIONERS INC,355999,2014-02-19,0001193125-14-058879
10-K,UNITED STATIONERS INC,355999,2015-02-18,0001564590-15-000738
10-K,ESSENDANT INC,355999,2016-02-19,0001564590-16-012894
10-K,ESSENDANT INC,355999,2017-02-27,0001564590-17-002595
10-K,ESSENDANT INC,355999,2018-02-21,0001564590-18-002697
10-K,LTX-CREDENCE CORP,357020,2009-10-15,0001193125-09-207967
10-K,LTX-CREDENCE CORP,357020,2010-10-14,0001193125-10-229584
10-K,LTX-CREDENCE CORP,357020,2011-10-14,0001193125-11-271527
10-K,LTX-CREDENCE CORP,357020,2012-10-15,0001193125-12-422777
10-K,LTX-CREDENCE CORP,357020,2013-10-11,0001193125-13-397605
10-K,Xcerra Corp,357020,2014-10-14,0001193125-14-371193
10-K,Xcerra Corp,357020,2015-10-14,0001193125-15-343456
10-K,Xcerra Corp,357020,2016-09-16,0001193125-16-712292
10-K,Xcerra Corp,357020,2017-09-11,0001193125-17-281716
10-K,RCM TECHNOLOGIES INC,700841,2009-03-27,0001104659-09-020785
10-K,RCM TECHNOLOGIES INC,700841,2010-03-11,0000700841-10-000006
10-K,RCM TECHNOLOGIES INC,700841,2011-02-23,0000700841-11-000004
10-K,RCM TECHNOLOGIES INC,700841,2012-02-23,0000700841-12-000006
10-K,RCM TECHNOLOGIES INC,700841,2013-02-22,0000700841-13-000008
10-K,RCM TECHNOLOGIES INC,700841,2014-02-27,0000700841-14-000004
10-K,RCM TECHNOLOGIES INC,700841,2015-03-05,0000700841-15-000004
10-K,RCM TECHNOLOGIES INC,700841,2016-03-02,0000700841-16-000036
10-K,RCM TECHNOLOGIES INC,700841,2017-03-02,0000700841-17-000004
10-K,RCM TECHNOLOGIES INC,700841,2018-03-08,0000700841-18-000006
10-K,RCM TECHNOLOGIES INC,700841,2019-03-11,0000700841-19-000008
10-K,RCM TECHNOLOGIES INC,700841,2020-03-05,0000700841-20-000006
10-K,"RCM TECHNOLOGIES, INC.",700841,2021-04-02,0000700841-21-000013
10-K,"RCM TECHNOLOGIES, INC.",700841,2022-04-04,0001437749-22-008182
10-K,"RCM TECHNOLOGIES, INC.",700841,2023-03-16,0001437749-23-006918
10-K,"RCM TECHNOLOGIES, INC.",700841,2024-03-14,0001437749-24-007884
10-K,"RCM TECHNOLOGIES, INC.",700841,2025-03-13,0001437749-25-007557
10-K,"RCM TECHNOLOGIES, INC.",700841,2026-04-03,0001437749-26-011236
10-K,MYR GROUP INC.,700923,2009-03-12,0001047469-09-002567
10-K,MYR GROUP INC.,700923,2010-03-15,0001047469-10-002207
10-K,MYR GROUP INC.,700923,2011-03-08,0001047469-11-001844
10-K,MYR GROUP INC.,700923,2012-03-07,0001047469-12-002223
10-K,MYR GROUP INC.,700923,2013-03-06,0001047469-13-002282
10-K,MYR GROUP INC.,700923,2014-03-05,0001047469-14-001830
10-K,MYR GROUP INC.,700923,2015-03-11,0001144204-15-015357
10-K,MYR GROUP INC.,700923,2016-03-03,0001144204-16-085692
10-K,MYR GROUP INC.,700923,2017-03-09,0001144204-17-013721
10-K,MYR GROUP INC.,700923,2018-03-07,0001144204-18-013353
10-K,MYR GROUP INC.,700923,2019-03-06,0001144204-19-012547
10-K,MYR GROUP INC.,700923,2020-03-04,0001104659-20-029253
10-K,MYR GROUP INC.,700923,2021-03-03,0000700923-21-000007
10-K,MYR GROUP INC.,700923,2022-02-23,0000700923-22-000007
10-K,MYR GROUP INC.,700923,2023-02-22,0000700923-23-000012
10-K,MYR GROUP INC.,700923,2024-02-28,0000700923-24-000008
10-K,MYR GROUP INC.,700923,2025-02-26,0000700923-25-000006
10-K,MYR GROUP INC.,700923,2026-02-25,0000700923-26-000007
10-K,ATRION CORP,701288,2009-03-13,0001102624-09-000112
10-K,ATRION CORP,701288,2010-03-12,0001102624-10-000109
10-K,ATRION CORP,701288,2011-03-11,0001157523-11-001534
10-K,ATRION CORP,701288,2012-03-12,0001157523-12-001352
10-K,ATRION CORP,701288,2013-03-11,0001157523-13-001345
10-K,ATRION CORP,701288,2014-03-14,0001157523-14-001075
10-K,ATRION CORP,701288,2015-03-13,0001354488-15-001126
10-K,ATRION CORP,701288,2016-03-10,0001354488-16-006512
10-K,ATRION CORP,701288,2017-03-13,0001654954-17-001933
10-K,ATRION CORP,701288,2018-02-27,0001654954-18-001936
10-K,ATRION CORP,701288,2019-02-26,0001654954-19-002002
10-K,ATRION CORP,701288,2020-03-02,0001654954-20-002158
10-K,ATRION CORP,701288,2021-03-01,0001654954-21-002137
10-K,ATRION CORP,701288,2022-02-25,0001654954-22-002094
10-K,ATRION CORP,701288,2023-02-27,0001654954-23-002127
10-K,ATRION CORP,701288,2024-02-29,0001654954-24-002411
10-K,LSI CORP,703360,2009-03-02,0000891618-09-000061
10-K,LSI CORP,703360,2010-02-26,0000950123-10-017990
10-K,LSI CORP,703360,2011-02-28,0000950123-11-019787
10-K,LSI CORP,703360,2012-02-29,0001193125-12-088626
10-K,LSI CORP,703360,2013-02-26,0001193125-13-077227
10-K,LSI CORP,703360,2014-02-26,0001193125-14-069522
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2009-05-20,0000703361-09-000003
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2010-05-25,0000703361-10-000011
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2011-05-31,0000703361-11-000015
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2012-05-21,0000703361-12-000032
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2013-05-29,0000703361-13-000018
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2014-05-28,0000703361-14-000019
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2015-05-19,0001628280-15-004322
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2016-05-20,0001628280-16-016557
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2017-05-19,0001628280-17-005725
10-K,INTEGRATED DEVICE TECHNOLOGY INC,703361,2018-05-18,0001628280-18-006975
10-K,"HEALTHWAYS, INC",704415,2010-03-16,0000704415-10-000044
10-K,"HEALTHWAYS, INC",704415,2011-03-15,0000704415-11-000009
10-K,"HEALTHWAYS, INC",704415,2012-03-14,0000704415-12-000006
10-K,"HEALTHWAYS, INC",704415,2013-03-15,0000704415-13-000006
10-K,"HEALTHWAYS, INC",704415,2014-03-14,0000704415-14-000015
10-K,"HEALTHWAYS, INC",704415,2015-03-13,0000704415-15-000012
10-K,"HEALTHWAYS, INC",704415,2016-03-04,0000704415-16-000065
10-K,"TIVITY HEALTH, INC.",704415,2017-03-06,0000704415-17-000012
10-K,"TIVITY HEALTH, INC.",704415,2018-02-28,0000704415-18-000006
10-K,"TIVITY HEALTH, INC.",704415,2019-02-26,0001564590-19-004399
10-K,"TIVITY HEALTH, INC.",704415,2020-02-27,0001564590-20-007464
10-K,"TIVITY HEALTH, INC.",704415,2021-03-02,0001564590-21-010307
10-K,"TIVITY HEALTH, INC.",704415,2022-02-25,0001564590-22-007093
10-K,NANOMETRICS INC,704532,2009-03-27,0001193125-09-065648
10-K,NANOMETRICS INC,704532,2010-03-26,0001193125-10-068717
10-K,NANOMETRICS INC,704532,2011-03-14,0001193125-11-064498
10-K,NANOMETRICS INC,704532,2012-03-14,0000704532-12-000006
10-K,NANOMETRICS INC,704532,2013-03-12,0000704532-13-000004
10-K,NANOMETRICS INC,704532,2014-03-07,0000704532-14-000005
10-K,NANOMETRICS INC,704532,2015-02-25,0000704532-15-000006
10-K,NANOMETRICS INC,704532,2016-02-24,0001564590-16-013119
10-K,NANOMETRICS INC,704532,2017-03-03,0001564590-17-003258
10-K,NANOMETRICS INC,704532,2018-02-26,0001564590-18-003134
10-K,NANOMETRICS INC,704532,2019-02-25,0001564590-19-004083
10-K,Onto Innovation Inc.,704532,2020-02-25,0001564590-20-006357
10-K,ONTO INNOVATION INC.,704532,2021-02-19,0001564590-21-006843
10-K,ONTO INNOVATION INC.,704532,2022-02-25,0001564590-22-006948
10-K,ONTO INNOVATION INC.,704532,2023-02-24,0000950170-23-004283
10-K,ONTO INNOVATION INC.,704532,2024-02-26,0000950170-24-020150
10-K,ONTO INNOVATION INC.,704532,2025-02-25,0000950170-25-026729
10-K,ONTO INNOVATION INC.,704532,2026-02-24,0001193125-26-066937
10-K,AARON RENTS INC,706688,2009-03-02,0001362310-09-002984
10-K,AARON'S INC,706688,2010-02-26,0000950123-10-018116
10-K,AARON'S INC,706688,2011-02-25,0000950123-11-018548
10-K,AARON'S INC,706688,2012-02-29,0001193125-12-088733
10-K,AARON'S INC,706688,2013-02-22,0001193125-13-071592
10-K,AARON'S INC,706688,2014-02-24,0000706688-14-000015
10-K,AARON'S INC,706688,2015-03-02,0000706688-15-000089
10-K,AARON'S INC,706688,2016-02-29,0000706688-16-000237
10-K,AARON'S INC,706688,2017-02-24,0000706688-17-000030
10-K,AARON'S INC,706688,2018-03-01,0000706688-18-000032
10-K,AARON'S INC,706688,2019-02-14,0000706688-19-000026
10-K,AARON'S INC,706688,2020-02-20,0000706688-20-000012
10-K,MCDERMOTT INTERNATIONAL INC,708819,2009-03-02,0000708819-09-000003
10-K,MCDERMOTT INTERNATIONAL INC,708819,2010-03-01,0001193125-10-044723
10-K,MCDERMOTT INTERNATIONAL INC,708819,2011-03-01,0001193125-11-052219
10-K,MCDERMOTT INTERNATIONAL INC,708819,2012-02-29,0001193125-12-089132
10-K,MCDERMOTT INTERNATIONAL INC,708819,2013-02-28,0001193125-13-084223
10-K,MCDERMOTT INTERNATIONAL INC,708819,2014-03-03,0001193125-14-080223
10-K,MCDERMOTT INTERNATIONAL INC,708819,2015-03-02,0001564590-15-001211
10-K,MCDERMOTT INTERNATIONAL INC,708819,2016-02-22,0001564590-16-012998
10-K,MCDERMOTT INTERNATIONAL INC,708819,2017-02-21,0001564590-17-001831
10-K,MCDERMOTT INTERNATIONAL INC,708819,2018-02-21,0001564590-18-002549
10-K,MCDERMOTT INTERNATIONAL INC,708819,2019-02-25,0001564590-19-003980
10-K,MCDERMOTT INTERNATIONAL INC,708819,2020-02-28,0001564590-20-007841
10-K,PAR TECHNOLOGY CORP,708821,2009-03-16,0000708821-09-000005
10-K,PAR TECHNOLOGY CORP,708821,2010-03-16,0000708821-10-000003
10-K,PAR TECHNOLOGY CORP,708821,2011-03-16,0000708821-11-000006
10-K,PAR TECHNOLOGY CORP,708821,2012-04-04,0000708821-12-000018
10-K,PAR TECHNOLOGY CORP,708821,2013-03-14,0000708821-13-000011
10-K,PAR TECHNOLOGY CORP,708821,2014-03-14,0001140361-14-012801
10-K,PAR TECHNOLOGY CORP,708821,2015-03-31,0001140361-15-013699
10-K,PAR TECHNOLOGY CORP,708821,2016-03-30,0001140361-16-059555
10-K,PAR TECHNOLOGY CORP,708821,2017-04-17,0001140361-17-016022
10-K,PAR TECHNOLOGY CORP,708821,2018-03-16,0000708821-18-000010
10-K,PAR TECHNOLOGY CORP,708821,2019-03-18,0000708821-19-000017
10-K,PAR TECHNOLOGY CORP,708821,2020-03-16,0000708821-20-000018
10-K,PAR TECHNOLOGY CORP,708821,2021-03-16,0001628280-21-004914
10-K,PAR TECHNOLOGY CORP,708821,2022-03-01,0000708821-22-000012
10-K,PAR TECHNOLOGY CORP,708821,2023-03-01,0000708821-23-000013
10-K,PAR TECHNOLOGY CORP,708821,2024-02-27,0000708821-24-000014
